"Plot Title: Level 20028982"
"#","Date Time, GMT-08:00","Abs Pres, mm Hg (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Press)","Temp, °C (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Temp)","Coupler Detached (LGR S/N: 20028982)","Coupler Attached (LGR S/N: 20028982)","Host Connected (LGR S/N: 20028982)","Stopped (LGR S/N: 20028982)","End Of File (LGR S/N: 20028982)"
61,02/13/18 03:00:00 AM,925.44,15.855,,,,,
62,02/13/18 03:15:00 AM,925.56,15.855,,,,,
63,02/13/18 03:30:00 AM,925.56,15.855,,,,,
64,02/13/18 03:45:00 AM,925.69,15.855,,,,,
65,02/13/18 04:00:00 AM,925.69,15.855,,,,,
66,02/13/18 04:15:00 AM,925.81,15.855,,,,,
67,02/13/18 04:30:00 AM,925.94,15.855,,,,,
68,02/13/18 04:45:00 AM,926.06,15.855,,,,,
69,02/13/18 05:00:00 AM,926.18,15.855,,,,,
70,02/13/18 05:15:00 AM,926.31,15.855,,,,,
71,02/13/18 05:30:00 AM,926.31,15.855,,,,,
72,02/13/18 05:45:00 AM,926.47,15.951,,,,,
73,02/13/18 06:00:00 AM,926.60,15.951,,,,,
74,02/13/18 06:15:00 AM,926.84,15.951,,,,,
75,02/13/18 06:30:00 AM,926.96,15.951,,,,,
76,02/13/18 06:45:00 AM,926.96,15.951,,,,,
77,02/13/18 07:00:00 AM,927.17,15.855,,,,,
78,02/13/18 07:15:00 AM,927.17,15.855,,,,,
79,02/13/18 07:30:00 AM,927.30,15.855,,,,,
80,02/13/18 07:45:00 AM,927.43,15.855,,,,,
81,02/13/18 08:00:00 AM,927.59,15.951,,,,,
82,02/13/18 08:15:00 AM,927.71,15.951,,,,,
83,02/13/18 08:30:00 AM,927.83,15.951,,,,,
84,02/13/18 08:45:00 AM,928.17,15.855,,,,,
85,02/13/18 09:00:00 AM,928.04,15.855,,,,,
86,02/13/18 09:15:00 AM,928.17,15.855,,,,,
87,02/13/18 09:30:00 AM,928.30,15.855,,,,,
88,02/13/18 09:45:00 AM,928.55,15.855,,,,,
89,02/13/18 10:00:00 AM,928.58,15.951,,,,,
90,02/13/18 10:15:00 AM,928.70,15.951,,,,,
91,02/13/18 10:30:00 AM,928.83,15.951,,,,,
92,02/13/18 10:45:00 AM,928.83,15.951,,,,,
93,02/13/18 11:00:00 AM,928.70,15.951,,,,,
94,02/13/18 11:15:00 AM,928.58,15.951,,,,,
95,02/13/18 11:30:00 AM,928.46,15.951,,,,,
96,02/13/18 11:45:00 AM,928.42,15.855,,,,,
97,02/13/18 12:00:00 PM,928.46,15.951,,,,,
98,02/13/18 12:15:00 PM,928.34,15.951,,,,,
99,02/13/18 12:30:00 PM,928.21,15.951,,,,,
100,02/13/18 12:45:00 PM,928.34,15.951,,,,,
101,02/13/18 01:00:00 PM,928.34,15.951,,,,,
102,02/13/18 01:15:00 PM,928.08,15.951,,,,,
103,02/13/18 01:30:00 PM,928.08,15.951,,,,,
104,02/13/18 01:45:00 PM,928.08,15.951,,,,,
105,02/13/18 02:00:00 PM,928.21,15.951,,,,,
106,02/13/18 02:15:00 PM,928.17,15.855,,,,,
107,02/13/18 02:30:00 PM,928.04,15.855,,,,,
108,02/13/18 02:45:00 PM,928.21,15.951,,,,,
109,02/13/18 03:00:00 PM,928.21,15.951,,,,,
110,02/13/18 03:15:00 PM,928.34,15.951,,,,,
111,02/13/18 03:30:00 PM,928.34,15.951,,,,,
112,02/13/18 03:45:00 PM,928.34,15.951,,,,,
113,02/13/18 04:00:00 PM,928.34,15.951,,,,,
114,02/13/18 04:15:00 PM,928.34,15.951,,,,,
115,02/13/18 04:30:00 PM,928.34,15.951,,,,,
116,02/13/18 04:45:00 PM,928.34,15.951,,,,,
117,02/13/18 05:00:00 PM,928.21,15.951,,,,,
118,02/13/18 05:15:00 PM,928.34,15.951,,,,,
119,02/13/18 05:30:00 PM,928.58,15.951,,,,,
120,02/13/18 05:45:00 PM,928.70,15.951,,,,,
121,02/13/18 06:00:00 PM,928.70,15.951,,,,,
122,02/13/18 06:15:00 PM,928.58,15.951,,,,,
123,02/13/18 06:30:00 PM,928.70,15.951,,,,,
124,02/13/18 06:45:00 PM,928.83,15.951,,,,,
125,02/13/18 07:00:00 PM,928.83,15.951,,,,,
126,02/13/18 07:15:00 PM,928.83,15.951,,,,,
127,02/13/18 07:30:00 PM,929.08,15.951,,,,,
128,02/13/18 07:45:00 PM,929.08,15.951,,,,,
129,02/13/18 08:00:00 PM,929.08,15.951,,,,,
130,02/13/18 08:15:00 PM,928.95,15.951,,,,,
131,02/13/18 08:30:00 PM,929.08,15.951,,,,,
132,02/13/18 08:45:00 PM,929.33,15.951,,,,,
133,02/13/18 09:00:00 PM,929.33,15.951,,,,,
134,02/13/18 09:15:00 PM,929.21,15.951,,,,,
135,02/13/18 09:30:00 PM,929.21,15.951,,,,,
136,02/13/18 09:45:00 PM,929.33,15.951,,,,,
137,02/13/18 10:00:00 PM,929.33,15.951,,,,,
138,02/13/18 10:15:00 PM,929.33,15.951,,,,,
139,02/13/18 10:30:00 PM,929.33,15.951,,,,,
140,02/13/18 10:45:00 PM,929.33,15.951,,,,,
141,02/13/18 11:00:00 PM,929.45,15.951,,,,,
142,02/13/18 11:15:00 PM,929.45,15.951,,,,,
143,02/13/18 11:30:00 PM,929.45,15.951,,,,,
144,02/13/18 11:45:00 PM,929.33,15.951,,,,,
145,02/14/18 12:00:00 AM,929.45,15.951,,,,,
146,02/14/18 12:15:00 AM,929.21,15.951,,,,,
147,02/14/18 12:30:00 AM,929.08,15.951,,,,,
148,02/14/18 12:45:00 AM,929.08,15.951,,,,,
149,02/14/18 01:00:00 AM,929.21,15.951,,,,,
150,02/14/18 01:15:00 AM,929.21,15.951,,,,,
151,02/14/18 01:30:00 AM,928.95,15.951,,,,,
152,02/14/18 01:45:00 AM,928.95,15.951,,,,,
153,02/14/18 02:00:00 AM,928.95,15.951,,,,,
154,02/14/18 02:15:00 AM,928.83,15.951,,,,,
155,02/14/18 02:30:00 AM,928.83,15.951,,,,,
156,02/14/18 02:45:00 AM,928.70,15.951,,,,,
157,02/14/18 03:00:00 AM,928.70,15.951,,,,,
158,02/14/18 03:15:00 AM,928.58,15.951,,,,,
159,02/14/18 03:30:00 AM,928.21,15.951,,,,,
160,02/14/18 03:45:00 AM,928.08,15.951,,,,,
161,02/14/18 04:00:00 AM,927.96,15.951,,,,,
162,02/14/18 04:15:00 AM,927.96,15.951,,,,,
163,02/14/18 04:30:00 AM,927.96,15.951,,,,,
164,02/14/18 04:45:00 AM,927.96,15.951,,,,,
165,02/14/18 05:00:00 AM,927.83,15.951,,,,,
166,02/14/18 05:15:00 AM,927.83,15.951,,,,,
167,02/14/18 05:30:00 AM,927.96,15.951,,,,,
168,02/14/18 05:45:00 AM,927.96,15.951,,,,,
169,02/14/18 06:00:00 AM,927.96,15.951,,,,,
170,02/14/18 06:15:00 AM,928.08,15.951,,,,,
171,02/14/18 06:30:00 AM,928.34,15.951,,,,,
172,02/14/18 06:45:00 AM,928.34,15.951,,,,,
173,02/14/18 07:00:00 AM,928.34,15.951,,,,,
174,02/14/18 07:15:00 AM,928.34,15.951,,,,,
175,02/14/18 07:30:00 AM,928.46,15.951,,,,,
176,02/14/18 07:45:00 AM,928.58,15.951,,,,,
177,02/14/18 08:00:00 AM,928.58,15.951,,,,,
178,02/14/18 08:15:00 AM,928.58,15.951,,,,,
179,02/14/18 08:30:00 AM,928.70,15.951,,,,,
180,02/14/18 08:45:00 AM,928.83,15.951,,,,,
181,02/14/18 09:00:00 AM,929.08,15.951,,,,,
182,02/14/18 09:15:00 AM,928.95,15.951,,,,,
183,02/14/18 09:30:00 AM,929.21,15.951,,,,,
184,02/14/18 09:45:00 AM,929.33,15.951,,,,,
185,02/14/18 10:00:00 AM,929.33,15.951,,,,,
186,02/14/18 10:15:00 AM,929.45,15.951,,,,,
187,02/14/18 10:30:00 AM,929.45,15.951,,,,,
188,02/14/18 10:45:00 AM,929.33,15.951,,,,,
189,02/14/18 11:00:00 AM,929.21,15.951,,,,,
190,02/14/18 11:15:00 AM,928.95,15.951,,,,,
191,02/14/18 11:30:00 AM,928.83,15.951,,,,,
192,02/14/18 11:45:00 AM,928.62,16.046,,,,,
193,02/14/18 12:00:00 PM,928.37,16.046,,,,,
194,02/14/18 12:15:00 PM,928.00,16.046,,,,,
195,02/14/18 12:30:00 PM,927.83,15.951,,,,,
196,02/14/18 12:45:00 PM,927.59,15.951,,,,,
197,02/14/18 01:00:00 PM,927.47,15.951,,,,,
198,02/14/18 01:15:00 PM,927.22,15.951,,,,,
199,02/14/18 01:30:00 PM,927.22,15.951,,,,,
200,02/14/18 01:45:00 PM,927.09,15.951,,,,,
201,02/14/18 02:00:00 PM,927.22,15.951,,,,,
202,02/14/18 02:15:00 PM,927.22,15.951,,,,,
203,02/14/18 02:30:00 PM,927.09,15.951,,,,,
204,02/14/18 02:45:00 PM,927.09,15.951,,,,,
205,02/14/18 03:00:00 PM,927.09,15.951,,,,,
206,02/14/18 03:15:00 PM,926.96,15.951,,,,,
207,02/14/18 03:30:00 PM,926.72,15.951,,,,,
208,02/14/18 03:45:00 PM,926.75,16.046,,,,,
209,02/14/18 04:00:00 PM,926.51,16.046,,,,,
210,02/14/18 04:15:00 PM,926.51,16.046,,,,,
211,02/14/18 04:30:00 PM,926.51,16.046,,,,,
212,02/14/18 04:45:00 PM,926.51,16.046,,,,,
213,02/14/18 05:00:00 PM,926.51,16.046,,,,,
214,02/14/18 05:15:00 PM,926.22,15.951,,,,,
215,02/14/18 05:30:00 PM,926.35,15.951,,,,,
216,02/14/18 05:45:00 PM,926.47,15.951,,,,,
217,02/14/18 06:00:00 PM,926.63,16.046,,,,,
218,02/14/18 06:15:00 PM,926.75,16.046,,,,,
219,02/14/18 06:30:00 PM,926.75,16.046,,,,,
220,02/14/18 06:45:00 PM,926.75,16.046,,,,,
221,02/14/18 07:00:00 PM,926.88,16.046,,,,,
222,02/14/18 07:15:00 PM,926.75,16.046,,,,,
223,02/14/18 07:30:00 PM,926.88,16.046,,,,,
224,02/14/18 07:45:00 PM,927.00,16.046,,,,,
225,02/14/18 08:00:00 PM,927.13,16.046,,,,,
226,02/14/18 08:15:00 PM,927.13,16.046,,,,,
227,02/14/18 08:30:00 PM,927.26,16.046,,,,,
228,02/14/18 08:45:00 PM,927.34,15.951,,,,,
229,02/14/18 09:00:00 PM,927.47,15.951,,,,,
230,02/14/18 09:15:00 PM,927.59,15.951,,,,,
231,02/14/18 09:30:00 PM,927.50,16.046,,,,,
232,02/14/18 09:45:00 PM,927.75,16.046,,,,,
233,02/14/18 10:00:00 PM,927.75,16.046,,,,,
234,02/14/18 10:15:00 PM,927.75,16.046,,,,,
235,02/14/18 10:30:00 PM,927.87,16.046,,,,,
236,02/14/18 10:45:00 PM,927.87,16.046,,,,,
237,02/14/18 11:00:00 PM,927.87,16.046,,,,,
238,02/14/18 11:15:00 PM,928.00,16.046,,,,,
239,02/14/18 11:30:00 PM,928.00,16.046,,,,,
240,02/14/18 11:45:00 PM,928.00,16.046,,,,,
241,02/15/18 12:00:00 AM,927.87,16.046,,,,,
242,02/15/18 12:15:00 AM,927.87,16.046,,,,,
243,02/15/18 12:30:00 AM,927.75,16.046,,,,,
244,02/15/18 12:45:00 AM,927.75,16.046,,,,,
245,02/15/18 01:00:00 AM,927.62,16.046,,,,,
246,02/15/18 01:15:00 AM,927.62,16.046,,,,,
247,02/15/18 01:30:00 AM,927.50,16.046,,,,,
248,02/15/18 01:45:00 AM,927.50,16.046,,,,,
249,02/15/18 02:00:00 AM,927.50,16.046,,,,,
250,02/15/18 02:15:00 AM,927.62,16.046,,,,,
251,02/15/18 02:30:00 AM,927.50,16.046,,,,,
252,02/15/18 02:45:00 AM,927.62,16.046,,,,,
253,02/15/18 03:00:00 AM,927.75,16.046,,,,,
254,02/15/18 03:15:00 AM,927.62,16.046,,,,,
255,02/15/18 03:30:00 AM,927.75,16.046,,,,,
256,02/15/18 03:45:00 AM,927.50,16.046,,,,,
257,02/15/18 04:00:00 AM,927.62,16.046,,,,,
258,02/15/18 04:15:00 AM,927.26,16.046,,,,,
259,02/15/18 04:30:00 AM,927.38,16.046,,,,,
260,02/15/18 04:45:00 AM,927.38,16.046,,,,,
261,02/15/18 05:00:00 AM,927.26,16.046,,,,,
262,02/15/18 05:15:00 AM,927.22,15.951,,,,,
263,02/15/18 05:30:00 AM,927.34,15.951,,,,,
264,02/15/18 05:45:00 AM,927.62,16.046,,,,,
265,02/15/18 06:00:00 AM,927.50,16.046,,,,,
266,02/15/18 06:15:00 AM,927.75,16.046,,,,,
267,02/15/18 06:30:00 AM,927.75,16.046,,,,,
268,02/15/18 06:45:00 AM,927.75,16.046,,,,,
269,02/15/18 07:00:00 AM,927.96,15.951,,,,,
270,02/15/18 07:15:00 AM,928.08,15.951,,,,,
271,02/15/18 07:30:00 AM,928.25,16.046,,,,,
272,02/15/18 07:45:00 AM,928.37,16.046,,,,,
273,02/15/18 08:00:00 AM,928.37,16.046,,,,,
274,02/15/18 08:15:00 AM,928.37,16.046,,,,,
275,02/15/18 08:30:00 AM,928.66,16.141,,,,,
276,02/15/18 08:45:00 AM,928.66,16.141,,,,,
277,02/15/18 09:00:00 AM,928.66,16.141,,,,,
278,02/15/18 09:15:00 AM,928.62,16.046,,,,,
279,02/15/18 09:30:00 AM,928.99,16.046,,,,,
280,02/15/18 09:45:00 AM,928.87,16.046,,,,,
281,02/15/18 10:00:00 AM,928.99,16.046,,,,,
282,02/15/18 10:15:00 AM,928.99,16.046,,,,,
283,02/15/18 10:30:00 AM,928.87,16.046,,,,,
284,02/15/18 10:45:00 AM,928.87,16.046,,,,,
285,02/15/18 11:00:00 AM,928.62,16.046,,,,,
286,02/15/18 11:15:00 AM,928.58,15.951,,,,,
287,02/15/18 11:30:00 AM,928.58,15.951,,,,,
288,02/15/18 11:45:00 AM,928.49,16.046,,,,,
289,02/15/18 12:00:00 PM,928.25,16.046,,,,,
290,02/15/18 12:15:00 PM,928.16,16.141,,,,,
291,02/15/18 12:30:00 PM,927.79,16.141,,,,,
292,02/15/18 12:45:00 PM,927.66,16.141,,,,,
293,02/15/18 01:00:00 PM,927.50,16.046,,,,,
294,02/15/18 01:15:00 PM,927.38,16.046,,,,,
295,02/15/18 01:30:00 PM,927.13,16.046,,,,,
296,02/15/18 01:45:00 PM,927.13,16.046,,,,,
297,02/15/18 02:00:00 PM,927.00,16.046,,,,,
298,02/15/18 02:15:00 PM,927.00,16.046,,,,,
299,02/15/18 02:30:00 PM,927.00,16.046,,,,,
300,02/15/18 02:45:00 PM,927.13,16.046,,,,,
301,02/15/18 03:00:00 PM,926.88,16.046,,,,,
302,02/15/18 03:15:00 PM,926.88,16.046,,,,,
303,02/15/18 03:30:00 PM,927.00,16.046,,,,,
304,02/15/18 03:45:00 PM,927.04,16.141,,,,,
305,02/15/18 04:00:00 PM,926.92,16.141,,,,,
306,02/15/18 04:15:00 PM,927.04,16.141,,,,,
307,02/15/18 04:30:00 PM,926.92,16.141,,,,,
308,02/15/18 04:45:00 PM,926.92,16.141,,,,,
309,02/15/18 05:00:00 PM,926.88,16.046,,,,,
310,02/15/18 05:15:00 PM,927.00,16.046,,,,,
311,02/15/18 05:30:00 PM,927.13,16.046,,,,,
312,02/15/18 05:45:00 PM,927.26,16.046,,,,,
313,02/15/18 06:00:00 PM,927.38,16.046,,,,,
314,02/15/18 06:15:00 PM,927.50,16.046,,,,,
315,02/15/18 06:30:00 PM,927.79,16.141,,,,,
316,02/15/18 06:45:00 PM,927.79,16.141,,,,,
317,02/15/18 07:00:00 PM,927.91,16.141,,,,,
318,02/15/18 07:15:00 PM,927.91,16.141,,,,,
319,02/15/18 07:30:00 PM,928.04,16.141,,,,,
320,02/15/18 07:45:00 PM,928.25,16.046,,,,,
321,02/15/18 08:00:00 PM,928.37,16.046,,,,,
322,02/15/18 08:15:00 PM,928.74,16.046,,,,,
323,02/15/18 08:30:00 PM,928.87,16.046,,,,,
324,02/15/18 08:45:00 PM,929.15,16.141,,,,,
325,02/15/18 09:00:00 PM,929.15,16.141,,,,,
326,02/15/18 09:15:00 PM,929.28,16.141,,,,,
327,02/15/18 09:30:00 PM,929.40,16.141,,,,,
328,02/15/18 09:45:00 PM,929.53,16.141,,,,,
329,02/15/18 10:00:00 PM,929.53,16.141,,,,,
330,02/15/18 10:15:00 PM,929.53,16.141,,,,,
331,02/15/18 10:30:00 PM,929.65,16.141,,,,,
332,02/15/18 10:45:00 PM,929.65,16.141,,,,,
333,02/15/18 11:00:00 PM,929.78,16.141,,,,,
334,02/15/18 11:15:00 PM,929.65,16.141,,,,,
335,02/15/18 11:30:00 PM,929.74,16.046,,,,,
336,02/15/18 11:45:00 PM,929.65,16.141,,,,,
337,02/16/18 12:00:00 AM,929.49,16.046,,,,,
338,02/16/18 12:15:00 AM,929.40,16.141,,,,,
339,02/16/18 12:30:00 AM,929.53,16.141,,,,,
340,02/16/18 12:45:00 AM,929.65,16.141,,,,,
341,02/16/18 01:00:00 AM,929.53,16.141,,,,,
342,02/16/18 01:15:00 AM,929.65,16.141,,,,,
343,02/16/18 01:30:00 AM,929.65,16.141,,,,,
344,02/16/18 01:45:00 AM,929.53,16.141,,,,,
345,02/16/18 02:00:00 AM,929.40,16.141,,,,,
346,02/16/18 02:15:00 AM,929.28,16.141,,,,,
347,02/16/18 02:30:00 AM,929.15,16.141,,,,,
348,02/16/18 02:45:00 AM,929.15,16.141,,,,,
349,02/16/18 03:00:00 AM,929.03,16.141,,,,,
350,02/16/18 03:15:00 AM,929.03,16.141,,,,,
351,02/16/18 03:30:00 AM,929.03,16.141,,,,,
352,02/16/18 03:45:00 AM,929.03,16.141,,,,,
353,02/16/18 04:00:00 AM,929.03,16.141,,,,,
354,02/16/18 04:15:00 AM,928.91,16.141,,,,,
355,02/16/18 04:30:00 AM,928.78,16.141,,,,,
356,02/16/18 04:45:00 AM,928.78,16.141,,,,,
357,02/16/18 05:00:00 AM,928.87,16.046,,,,,
358,02/16/18 05:15:00 AM,928.91,16.141,,,,,
359,02/16/18 05:30:00 AM,928.91,16.141,,,,,
360,02/16/18 05:45:00 AM,929.03,16.141,,,,,
361,02/16/18 06:00:00 AM,929.15,16.141,,,,,
362,02/16/18 06:15:00 AM,929.15,16.141,,,,,
363,02/16/18 06:30:00 AM,929.28,16.141,,,,,
364,02/16/18 06:45:00 AM,929.53,16.141,,,,,
365,02/16/18 07:00:00 AM,929.40,16.141,,,,,
366,02/16/18 07:15:00 AM,929.53,16.141,,,,,
367,02/16/18 07:30:00 AM,929.40,16.141,,,,,
368,02/16/18 07:45:00 AM,929.28,16.141,,,,,
369,02/16/18 08:00:00 AM,929.28,16.141,,,,,
370,02/16/18 08:15:00 AM,929.28,16.141,,,,,
371,02/16/18 08:30:00 AM,929.15,16.141,,,,,
372,02/16/18 08:45:00 AM,929.28,16.141,,,,,
373,02/16/18 09:00:00 AM,929.15,16.141,,,,,
374,02/16/18 09:15:00 AM,929.15,16.141,,,,,
375,02/16/18 09:30:00 AM,929.40,16.141,,,,,
376,02/16/18 09:45:00 AM,929.40,16.141,,,,,
377,02/16/18 10:00:00 AM,929.53,16.141,,,,,
378,02/16/18 10:15:00 AM,929.53,16.141,,,,,
379,02/16/18 10:30:00 AM,929.53,16.141,,,,,
380,02/16/18 10:45:00 AM,929.40,16.141,,,,,
381,02/16/18 11:00:00 AM,929.28,16.141,,,,,
382,02/16/18 11:15:00 AM,929.15,16.141,,,,,
383,02/16/18 11:30:00 AM,928.91,16.141,,,,,
384,02/16/18 11:45:00 AM,928.78,16.141,,,,,
385,02/16/18 12:00:00 PM,928.53,16.141,,,,,
386,02/16/18 12:15:00 PM,928.41,16.141,,,,,
387,02/16/18 12:30:00 PM,928.16,16.141,,,,,
388,02/16/18 12:45:00 PM,927.79,16.141,,,,,
389,02/16/18 01:00:00 PM,927.66,16.141,,,,,
390,02/16/18 01:15:00 PM,927.54,16.141,,,,,
391,02/16/18 01:30:00 PM,927.29,16.141,,,,,
392,02/16/18 01:45:00 PM,927.17,16.141,,,,,
393,02/16/18 02:00:00 PM,926.92,16.141,,,,,
394,02/16/18 02:15:00 PM,926.67,16.141,,,,,
395,02/16/18 02:30:00 PM,926.79,16.141,,,,,
396,02/16/18 02:45:00 PM,926.67,16.141,,,,,
397,02/16/18 03:00:00 PM,926.54,16.141,,,,,
398,02/16/18 03:15:00 PM,926.54,16.141,,,,,
399,02/16/18 03:30:00 PM,926.54,16.141,,,,,
400,02/16/18 03:45:00 PM,926.42,16.141,,,,,
401,02/16/18 04:00:00 PM,926.42,16.141,,,,,
402,02/16/18 04:15:00 PM,926.42,16.141,,,,,
403,02/16/18 04:30:00 PM,926.30,16.141,,,,,
404,02/16/18 04:45:00 PM,926.18,16.141,,,,,
405,02/16/18 05:00:00 PM,926.05,16.141,,,,,
406,02/16/18 05:15:00 PM,926.05,16.141,,,,,
407,02/16/18 05:30:00 PM,926.42,16.141,,,,,
408,02/16/18 05:45:00 PM,926.54,16.141,,,,,
409,02/16/18 06:00:00 PM,926.54,16.141,,,,,
410,02/16/18 06:15:00 PM,926.67,16.141,,,,,
411,02/16/18 06:30:00 PM,926.67,16.141,,,,,
412,02/16/18 06:45:00 PM,926.67,16.141,,,,,
413,02/16/18 07:00:00 PM,926.79,16.141,,,,,
414,02/16/18 07:15:00 PM,926.79,16.141,,,,,
415,02/16/18 07:30:00 PM,926.92,16.141,,,,,
416,02/16/18 07:45:00 PM,927.04,16.141,,,,,
417,02/16/18 08:00:00 PM,926.92,16.141,,,,,
418,02/16/18 08:15:00 PM,927.04,16.141,,,,,
419,02/16/18 08:30:00 PM,927.04,16.141,,,,,
420,02/16/18 08:45:00 PM,927.17,16.141,,,,,
421,02/16/18 09:00:00 PM,927.29,16.141,,,,,
422,02/16/18 09:15:00 PM,927.41,16.141,,,,,
423,02/16/18 09:30:00 PM,927.41,16.141,,,,,
424,02/16/18 09:45:00 PM,927.41,16.141,,,,,
425,02/16/18 10:00:00 PM,927.54,16.141,,,,,
426,02/16/18 10:15:00 PM,927.66,16.141,,,,,
427,02/16/18 10:30:00 PM,927.91,16.141,,,,,
428,02/16/18 10:45:00 PM,927.91,16.141,,,,,
429,02/16/18 11:00:00 PM,928.04,16.141,,,,,
430,02/16/18 11:15:00 PM,928.04,16.141,,,,,
431,02/16/18 11:30:00 PM,928.16,16.141,,,,,
432,02/16/18 11:45:00 PM,928.04,16.141,,,,,
433,02/17/18 12:00:00 AM,927.91,16.141,,,,,
434,02/17/18 12:15:00 AM,927.79,16.141,,,,,
435,02/17/18 12:30:00 AM,927.91,16.141,,,,,
436,02/17/18 12:45:00 AM,927.79,16.141,,,,,
437,02/17/18 01:00:00 AM,927.66,16.141,,,,,
438,02/17/18 01:15:00 AM,927.54,16.141,,,,,
439,02/17/18 01:30:00 AM,927.54,16.141,,,,,
440,02/17/18 01:45:00 AM,927.41,16.141,,,,,
441,02/17/18 02:00:00 AM,927.54,16.141,,,,,
442,02/17/18 02:15:00 AM,927.41,16.141,,,,,
443,02/17/18 02:30:00 AM,927.54,16.141,,,,,
444,02/17/18 02:45:00 AM,927.41,16.141,,,,,
445,02/17/18 03:00:00 AM,927.17,16.141,,,,,
446,02/17/18 03:15:00 AM,927.17,16.141,,,,,
447,02/17/18 03:30:00 AM,927.17,16.141,,,,,
448,02/17/18 03:45:00 AM,927.04,16.141,,,,,
449,02/17/18 04:00:00 AM,927.04,16.141,,,,,
450,02/17/18 04:15:00 AM,926.92,16.141,,,,,
451,02/17/18 04:30:00 AM,926.79,16.141,,,,,
