"Plot Title: 20036649 Audubon 01"
"#","Date Time, GMT-08:00","High Range, mS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)"
114,03/02/18 03:15:00 PM,23.1487,16.41
115,03/02/18 03:30:00 PM,23.4036,16.43
116,03/02/18 03:45:00 PM,23.4993,16.51
117,03/02/18 04:00:00 PM,23.5360,16.54
118,03/02/18 04:15:00 PM,23.4924,16.44
119,03/02/18 04:30:00 PM,23.4314,16.41
120,03/02/18 04:45:00 PM,23.4279,16.37
121,03/02/18 05:00:00 PM,23.4088,16.40
122,03/02/18 05:15:00 PM,23.3309,16.50
123,03/02/18 05:30:00 PM,23.3915,16.48
124,03/02/18 05:45:00 PM,23.4071,16.46
125,03/02/18 06:00:00 PM,23.4505,16.42
126,03/02/18 06:15:00 PM,23.4175,16.40
127,03/02/18 06:30:00 PM,23.4175,16.37
128,03/02/18 06:45:00 PM,23.5413,16.71
129,03/02/18 07:00:00 PM,23.5904,16.80
130,03/02/18 07:15:00 PM,23.4418,16.34
131,03/02/18 07:30:00 PM,23.4384,16.33
132,03/02/18 07:45:00 PM,23.4227,16.26
133,03/02/18 08:00:00 PM,23.4418,16.28
134,03/02/18 08:15:00 PM,23.3551,16.24
135,03/02/18 08:30:00 PM,23.4349,16.27
136,03/02/18 08:45:00 PM,23.4227,16.22
137,03/02/18 09:00:00 PM,23.3585,16.22
138,03/02/18 09:15:00 PM,23.4106,16.17
139,03/02/18 09:30:00 PM,23.4106,16.17
140,03/02/18 09:45:00 PM,23.4175,16.20
141,03/02/18 10:00:00 PM,23.3880,16.22
142,03/02/18 10:15:00 PM,23.4592,16.35
143,03/02/18 10:30:00 PM,23.4749,16.33
144,03/02/18 10:45:00 PM,23.4349,16.19
145,03/02/18 11:00:00 PM,23.3967,16.21
146,03/02/18 11:15:00 PM,23.4331,16.20
147,03/02/18 11:30:00 PM,23.4123,16.26
148,03/02/18 11:45:00 PM,23.4088,16.26
149,03/03/18 12:00:00 AM,23.3811,16.20
150,03/03/18 12:15:00 AM,23.3984,16.17
151,03/03/18 12:30:00 AM,23.3689,16.16
152,03/03/18 12:45:00 AM,23.2774,16.12
153,03/03/18 01:00:00 AM,23.3257,16.09
154,03/03/18 01:15:00 AM,23.3067,16.06
155,03/03/18 01:30:00 AM,23.3240,16.06
156,03/03/18 01:45:00 AM,23.2946,16.01
157,03/03/18 02:00:00 AM,23.2292,15.94
158,03/03/18 02:15:00 AM,23.2895,15.93
159,03/03/18 02:30:00 AM,23.1333,15.76
160,03/03/18 02:45:00 AM,23.1864,15.81
161,03/03/18 03:00:00 AM,23.2241,15.87
162,03/03/18 03:15:00 AM,23.1829,15.82
163,03/03/18 03:30:00 AM,23.1555,15.79
164,03/03/18 03:45:00 AM,23.1367,15.72
165,03/03/18 04:00:00 AM,23.1709,15.76
166,03/03/18 04:15:00 AM,23.1129,15.82
167,03/03/18 04:30:00 AM,23.1573,15.82
168,03/03/18 04:45:00 AM,23.2001,15.86
169,03/03/18 05:00:00 AM,23.1043,15.87
170,03/03/18 05:15:00 AM,22.3636,15.86
171,03/03/18 05:30:00 AM,23.1009,15.88
172,03/03/18 05:45:00 AM,23.0431,15.83
173,03/03/18 06:00:00 AM,23.0125,15.82
174,03/03/18 06:15:00 AM,23.0193,15.83
175,03/03/18 06:30:00 AM,22.9973,15.75
176,03/03/18 06:45:00 AM,23.0108,15.75
177,03/03/18 07:00:00 AM,22.9600,15.71
178,03/03/18 07:15:00 AM,22.9600,15.69
179,03/03/18 07:30:00 AM,22.8438,15.60
180,03/03/18 07:45:00 AM,22.7601,15.42
181,03/03/18 08:00:00 AM,22.7167,15.36
182,03/03/18 08:15:00 AM,22.6568,15.36
183,03/03/18 08:30:00 AM,22.9162,15.57
184,03/03/18 08:45:00 AM,22.9651,15.57
185,03/03/18 09:00:00 AM,22.9398,15.53
186,03/03/18 09:15:00 AM,22.9094,15.52
187,03/03/18 09:30:00 AM,22.7751,15.46
188,03/03/18 09:45:00 AM,22.4241,15.29
189,03/03/18 10:00:00 AM,22.5261,15.42
190,03/03/18 10:15:00 AM,22.2480,15.51
191,03/03/18 10:30:00 AM,22.7350,15.60
192,03/03/18 10:45:00 AM,22.8388,15.63
193,03/03/18 11:00:00 AM,22.9145,15.73
194,03/03/18 11:15:00 AM,22.9381,15.76
195,03/03/18 11:30:00 AM,23.0465,15.84
196,03/03/18 11:45:00 AM,23.1419,15.99
197,03/03/18 12:00:00 PM,23.1812,16.08
198,03/03/18 12:15:00 PM,23.1146,16.18
199,03/03/18 12:30:00 PM,23.0856,16.22
200,03/03/18 12:45:00 PM,23.1487,16.35
201,03/03/18 01:00:00 PM,23.3326,16.43
202,03/03/18 01:15:00 PM,23.3707,16.51
203,03/03/18 01:30:00 PM,23.4001,16.61
204,03/03/18 01:45:00 PM,23.2224,16.69
205,03/03/18 02:00:00 PM,23.4680,16.72
206,03/03/18 02:15:00 PM,23.3430,16.74
207,03/03/18 02:30:00 PM,23.2001,16.85
208,03/03/18 02:45:00 PM,23.5256,16.93
209,03/03/18 03:00:00 PM,23.0873,16.95
210,03/03/18 03:15:00 PM,23.1060,16.99
211,03/03/18 03:30:00 PM,23.0958,17.03
212,03/03/18 03:45:00 PM,23.5641,17.04
213,03/03/18 04:00:00 PM,23.5974,17.03
214,03/03/18 04:15:00 PM,23.5834,17.09
215,03/03/18 04:30:00 PM,23.6097,17.24
216,03/03/18 04:45:00 PM,23.5256,17.32
217,03/03/18 05:00:00 PM,23.5693,17.50
218,03/03/18 05:15:00 PM,23.6449,17.74
219,03/03/18 05:30:00 PM,23.6062,17.11
220,03/03/18 05:45:00 PM,23.6167,17.16
221,03/03/18 06:00:00 PM,23.6537,17.46
222,03/03/18 06:15:00 PM,23.5921,17.65
223,03/03/18 06:30:00 PM,23.5500,17.57
224,03/03/18 06:45:00 PM,23.5186,17.56
225,03/03/18 07:00:00 PM,23.4540,17.42
226,03/03/18 07:15:00 PM,23.4279,17.33
227,03/03/18 07:30:00 PM,23.3967,17.24
228,03/03/18 07:45:00 PM,23.2001,17.09
229,03/03/18 08:00:00 PM,23.2413,16.86
230,03/03/18 08:15:00 PM,23.2481,16.77
231,03/03/18 08:30:00 PM,23.2774,16.64
232,03/03/18 08:45:00 PM,23.2464,16.42
233,03/03/18 09:00:00 PM,23.1129,16.35
234,03/03/18 09:15:00 PM,23.3050,16.42
235,03/03/18 09:30:00 PM,23.1521,16.19
236,03/03/18 09:45:00 PM,23.2292,16.16
237,03/03/18 10:00:00 PM,23.3984,16.24
238,03/03/18 10:15:00 PM,23.3880,16.19
239,03/03/18 10:30:00 PM,23.3102,16.08
240,03/03/18 10:45:00 PM,23.3032,15.93
241,03/03/18 11:00:00 PM,22.8690,15.60
242,03/03/18 11:15:00 PM,22.8270,15.43
243,03/03/18 11:30:00 PM,22.8270,15.38
244,03/03/18 11:45:00 PM,23.2636,15.67
245,03/04/18 12:00:00 AM,23.0533,15.45
246,03/04/18 12:15:00 AM,22.4258,15.01
247,03/04/18 12:30:00 AM,22.3898,14.89
248,03/04/18 12:45:00 AM,22.3571,14.84
249,03/04/18 01:00:00 AM,22.4405,14.88
250,03/04/18 01:15:00 AM,22.3081,14.68
251,03/04/18 01:30:00 AM,22.1573,14.48
252,03/04/18 01:45:00 AM,22.1089,14.44
253,03/04/18 02:00:00 AM,22.0912,14.47
254,03/04/18 02:15:00 AM,21.9644,14.03
255,03/04/18 02:30:00 AM,21.9692,14.10
256,03/04/18 02:45:00 AM,21.9756,14.11
257,03/04/18 03:00:00 AM,22.0237,14.11
258,03/04/18 03:15:00 AM,22.0141,14.08
259,03/04/18 03:30:00 AM,21.7720,13.88
260,03/04/18 03:45:00 AM,21.8275,13.75
261,03/04/18 04:00:00 AM,21.6804,13.53
262,03/04/18 04:15:00 AM,21.5846,13.45
263,03/04/18 04:30:00 AM,21.6489,13.47
264,03/04/18 04:45:00 AM,21.6285,13.45
265,03/04/18 05:00:00 AM,21.5423,13.35
266,03/04/18 05:15:00 AM,21.5783,13.30
267,03/04/18 05:30:00 AM,21.5391,13.30
268,03/04/18 05:45:00 AM,21.5798,13.25
269,03/04/18 06:00:00 AM,21.5220,13.16
270,03/04/18 06:15:00 AM,21.5095,13.12
271,03/04/18 06:30:00 AM,21.4424,13.02
272,03/04/18 06:45:00 AM,21.4129,12.95
273,03/04/18 07:00:00 AM,21.4036,12.89
274,03/04/18 07:15:00 AM,21.3756,12.82
275,03/04/18 07:30:00 AM,21.3942,12.85
276,03/04/18 07:45:00 AM,21.5017,12.94
277,03/04/18 08:00:00 AM,21.5298,12.94
278,03/04/18 08:15:00 AM,21.6348,13.04
279,03/04/18 08:30:00 AM,21.4954,12.96
280,03/04/18 08:45:00 AM,21.5798,12.95
281,03/04/18 09:00:00 AM,21.5188,12.89
282,03/04/18 09:15:00 AM,21.3369,12.57
283,03/04/18 09:30:00 AM,21.3508,12.62
284,03/04/18 09:45:00 AM,21.3291,12.65
285,03/04/18 10:00:00 AM,21.3477,12.86
286,03/04/18 10:15:00 AM,22.1137,13.90
287,03/04/18 10:30:00 AM,22.0061,13.75
288,03/04/18 10:45:00 AM,21.9341,13.81
289,03/04/18 11:00:00 AM,22.2204,14.09
290,03/04/18 11:15:00 AM,22.2545,14.25
291,03/04/18 11:30:00 AM,22.3554,14.38
292,03/04/18 11:45:00 AM,22.4176,14.51
293,03/04/18 12:00:00 PM,22.4800,14.63
294,03/04/18 12:15:00 PM,22.5525,14.77
295,03/04/18 12:30:00 PM,22.6435,14.94
296,03/04/18 12:45:00 PM,22.7034,15.12
297,03/04/18 01:00:00 PM,22.7668,15.16
298,03/04/18 01:15:00 PM,22.7902,15.23
299,03/04/18 01:30:00 PM,22.8421,15.31
300,03/04/18 01:45:00 PM,22.8791,15.41
301,03/04/18 02:00:00 PM,22.9263,15.51
302,03/04/18 02:15:00 PM,22.9567,15.56
303,03/04/18 02:30:00 PM,23.0227,15.71
304,03/04/18 02:45:00 PM,23.0584,15.78
305,03/04/18 03:00:00 PM,22.9786,15.83
306,03/04/18 03:15:00 PM,23.1248,15.91
307,03/04/18 03:30:00 PM,23.0805,15.96
308,03/04/18 03:45:00 PM,23.1949,16.05
309,03/04/18 04:00:00 PM,23.2052,16.13
310,03/04/18 04:15:00 PM,23.2138,16.13
311,03/04/18 04:30:00 PM,23.2138,16.17
312,03/04/18 04:45:00 PM,22.9736,16.16
313,03/04/18 05:00:00 PM,23.0924,16.32
314,03/04/18 05:15:00 PM,23.3845,16.84
315,03/04/18 05:30:00 PM,23.2912,17.54
316,03/04/18 05:45:00 PM,23.5851,17.19
317,03/04/18 06:00:00 PM,23.3585,16.79
318,03/04/18 06:15:00 PM,23.4924,16.95
319,03/04/18 06:30:00 PM,23.4976,16.89
320,03/04/18 06:45:00 PM,23.5448,17.02
321,03/04/18 07:00:00 PM,23.4680,16.80
322,03/04/18 07:15:00 PM,23.4836,16.96
323,03/04/18 07:30:00 PM,23.3637,16.32
324,03/04/18 07:45:00 PM,23.3378,16.31
325,03/04/18 08:00:00 PM,23.3257,16.57
326,03/04/18 08:15:00 PM,23.3067,16.61
327,03/04/18 08:30:00 PM,23.2929,16.55
328,03/04/18 08:45:00 PM,23.2877,16.51
329,03/04/18 09:00:00 PM,23.2912,16.36
330,03/04/18 09:15:00 PM,23.2516,16.39
331,03/04/18 09:30:00 PM,23.2516,16.32
332,03/04/18 09:45:00 PM,23.2275,16.29
333,03/04/18 10:00:00 PM,23.2292,16.31
334,03/04/18 10:15:00 PM,23.2533,16.27
335,03/04/18 10:30:00 PM,23.1983,16.18
336,03/04/18 10:45:00 PM,23.0193,16.12
337,03/04/18 11:00:00 PM,23.1214,16.04
338,03/04/18 11:15:00 PM,23.0533,15.97
339,03/04/18 11:30:00 PM,22.9770,15.88
340,03/04/18 11:45:00 PM,23.0669,15.88
341,03/05/18 12:00:00 AM,23.0482,15.84
342,03/05/18 12:15:00 AM,23.0482,15.81
343,03/05/18 12:30:00 AM,23.0091,15.73
344,03/05/18 12:45:00 AM,22.9803,15.66
345,03/05/18 01:00:00 AM,22.9280,15.57
346,03/05/18 01:15:00 AM,22.8943,15.49
347,03/05/18 01:30:00 AM,22.8069,15.36
348,03/05/18 01:45:00 AM,22.7734,15.29
349,03/05/18 02:00:00 AM,22.7434,15.24
350,03/05/18 02:15:00 AM,22.7267,15.19
351,03/05/18 02:30:00 AM,22.7134,15.14
352,03/05/18 02:45:00 AM,22.6668,15.09
353,03/05/18 03:00:00 AM,22.6784,15.05
354,03/05/18 03:15:00 AM,22.6734,15.04
355,03/05/18 03:30:00 AM,22.6302,14.98
356,03/05/18 03:45:00 AM,22.5541,14.91
357,03/05/18 04:00:00 AM,22.5822,14.83
358,03/05/18 04:15:00 AM,22.5475,14.77
359,03/05/18 04:30:00 AM,22.4833,14.75
360,03/05/18 04:45:00 AM,22.5343,14.73
361,03/05/18 05:00:00 AM,22.5112,14.66
362,03/05/18 05:15:00 AM,22.4767,14.55
363,03/05/18 05:30:00 AM,22.4078,14.45
364,03/05/18 05:45:00 AM,22.3783,14.37
365,03/05/18 06:00:00 AM,22.3179,14.26
366,03/05/18 06:15:00 AM,22.2642,14.17
367,03/05/18 06:30:00 AM,21.9261,14.13
368,03/05/18 06:45:00 AM,22.1783,14.01
369,03/05/18 07:00:00 AM,22.1637,13.95
370,03/05/18 07:15:00 AM,22.0928,13.85
371,03/05/18 07:30:00 AM,22.0928,13.84
372,03/05/18 07:45:00 AM,22.0349,13.79
373,03/05/18 08:00:00 AM,22.0719,13.73
374,03/05/18 08:15:00 AM,22.0751,13.76
375,03/05/18 08:30:00 AM,22.0478,13.77
376,03/05/18 08:45:00 AM,22.0719,13.75
377,03/05/18 09:00:00 AM,21.8608,13.88
378,03/05/18 09:15:00 AM,21.8513,13.42
379,03/05/18 09:30:00 AM,21.7388,13.28
380,03/05/18 09:45:00 AM,21.9070,14.00
381,03/05/18 10:00:00 AM,22.1282,13.96
382,03/05/18 10:15:00 AM,22.5211,14.69
383,03/05/18 10:30:00 AM,22.3881,14.35
384,03/05/18 10:45:00 AM,22.5508,14.69
385,03/05/18 11:00:00 AM,22.7852,15.18
386,03/05/18 11:15:00 AM,22.9162,15.51
387,03/05/18 11:30:00 AM,23.0397,15.75
388,03/05/18 11:45:00 AM,22.9990,15.61
389,03/05/18 12:00:00 PM,23.0635,15.75
390,03/05/18 12:15:00 PM,23.1949,15.99
391,03/05/18 12:30:00 PM,23.2998,16.22
392,03/05/18 12:45:00 PM,23.3102,16.29
393,03/05/18 01:00:00 PM,23.3759,16.44
394,03/05/18 01:15:00 PM,23.4401,16.57
395,03/05/18 01:30:00 PM,23.4784,16.69
396,03/05/18 01:45:00 PM,23.5168,16.78
397,03/05/18 02:00:00 PM,23.5763,16.88
398,03/05/18 02:15:00 PM,23.6150,17.02
399,03/05/18 02:30:00 PM,23.6766,17.09
400,03/05/18 02:45:00 PM,23.7279,17.18
401,03/05/18 03:00:00 PM,23.7332,17.27
402,03/05/18 03:15:00 PM,23.7137,17.34
403,03/05/18 03:30:00 PM,23.8934,17.65
404,03/05/18 03:45:00 PM,23.8327,17.45
405,03/05/18 04:00:00 PM,23.8487,17.46
406,03/05/18 04:15:00 PM,23.8380,17.53
407,03/05/18 04:30:00 PM,23.9149,17.65
408,03/05/18 04:45:00 PM,23.8487,17.54
409,03/05/18 05:00:00 PM,23.9023,17.61
410,03/05/18 05:15:00 PM,23.9346,17.70
411,03/05/18 05:30:00 PM,23.8541,17.50
412,03/05/18 05:45:00 PM,23.9561,17.70
413,03/05/18 06:00:00 PM,23.9418,17.67
414,03/05/18 06:15:00 PM,23.8202,17.38
415,03/05/18 06:30:00 PM,23.7314,17.18
416,03/05/18 06:45:00 PM,23.7084,17.17
417,03/05/18 07:00:00 PM,23.7403,17.22
418,03/05/18 07:15:00 PM,23.7687,17.25
419,03/05/18 07:30:00 PM,23.7155,17.16
420,03/05/18 07:45:00 PM,23.6132,17.16
421,03/05/18 08:00:00 PM,23.7758,17.30
422,03/05/18 08:15:00 PM,23.7562,17.26
423,03/05/18 08:30:00 PM,23.8131,17.41
424,03/05/18 08:45:00 PM,23.7864,17.34
425,03/05/18 09:00:00 PM,23.7067,17.16
426,03/05/18 09:15:00 PM,23.7173,17.15
427,03/05/18 09:30:00 PM,23.5992,16.97
428,03/05/18 09:45:00 PM,23.6378,17.00
429,03/05/18 10:00:00 PM,23.4592,16.56
430,03/05/18 10:15:00 PM,23.4558,16.62
431,03/05/18 10:30:00 PM,23.4349,16.58
432,03/05/18 10:45:00 PM,23.3776,16.52
433,03/05/18 11:00:00 PM,23.3291,16.33
434,03/05/18 11:15:00 PM,23.3568,16.41
435,03/05/18 11:30:00 PM,23.3464,16.42
436,03/05/18 11:45:00 PM,23.3032,16.36
437,03/06/18 12:00:00 AM,23.2602,16.18
438,03/06/18 12:15:00 AM,23.2671,16.20
439,03/06/18 12:30:00 AM,23.2585,16.20
440,03/06/18 12:45:00 AM,23.2499,16.18
441,03/06/18 01:00:00 AM,23.2361,16.18
442,03/06/18 01:15:00 AM,23.2533,16.16
443,03/06/18 01:30:00 AM,23.2172,16.11
444,03/06/18 01:45:00 AM,23.2258,16.05
445,03/06/18 02:00:00 AM,23.1607,15.97
446,03/06/18 02:15:00 AM,23.1060,15.84
447,03/06/18 02:30:00 AM,23.0618,15.74
448,03/06/18 02:45:00 AM,23.0041,15.65
449,03/06/18 03:00:00 AM,22.9719,15.58
450,03/06/18 03:15:00 AM,22.8858,15.50
451,03/06/18 03:30:00 AM,22.9027,15.44
452,03/06/18 03:45:00 AM,22.8421,15.33
453,03/06/18 04:00:00 AM,22.7918,15.28
454,03/06/18 04:15:00 AM,22.7835,15.21
455,03/06/18 04:30:00 AM,22.7551,15.13
456,03/06/18 04:45:00 AM,22.6917,15.09
457,03/06/18 05:00:00 AM,22.7267,15.05
458,03/06/18 05:15:00 AM,22.6984,14.99
459,03/06/18 05:30:00 AM,22.6634,14.92
460,03/06/18 05:45:00 AM,22.6319,14.85
461,03/06/18 06:00:00 AM,22.5921,14.77
462,03/06/18 06:15:00 AM,22.5508,14.68
463,03/06/18 06:30:00 AM,22.5162,14.61
464,03/06/18 06:45:00 AM,22.4619,14.50
465,03/06/18 07:00:00 AM,22.4241,14.43
466,03/06/18 07:15:00 AM,22.3767,14.37
467,03/06/18 07:30:00 AM,22.3571,14.30
468,03/06/18 07:45:00 AM,22.3391,14.25
469,03/06/18 08:00:00 AM,22.1460,14.21
470,03/06/18 08:15:00 AM,22.3081,14.23
471,03/06/18 08:30:00 AM,22.3098,14.33
472,03/06/18 08:45:00 AM,22.3865,14.30
473,03/06/18 09:00:00 AM,22.4373,14.41
474,03/06/18 09:15:00 AM,22.4586,14.58
475,03/06/18 09:30:00 AM,22.5030,14.55
476,03/06/18 09:45:00 AM,22.3701,14.67
477,03/06/18 10:00:00 AM,22.7167,14.99
478,03/06/18 10:15:00 AM,22.7751,15.06
479,03/06/18 10:30:00 AM,22.8926,15.31
480,03/06/18 10:45:00 AM,22.8757,15.30
481,03/06/18 11:00:00 AM,22.9077,15.42
482,03/06/18 11:15:00 AM,23.0210,15.68
483,03/06/18 11:30:00 AM,23.1163,15.86
484,03/06/18 11:45:00 AM,23.2533,16.09
485,03/06/18 12:00:00 PM,23.3464,16.31
486,03/06/18 12:15:00 PM,23.4036,16.42
487,03/06/18 12:30:00 PM,23.4784,16.57
488,03/06/18 12:45:00 PM,23.5395,16.72
489,03/06/18 01:00:00 PM,23.5798,16.81
490,03/06/18 01:15:00 PM,23.6802,17.02
491,03/06/18 01:30:00 PM,23.7244,17.18
492,03/06/18 01:45:00 PM,23.7846,17.31
493,03/06/18 02:00:00 PM,23.9238,17.56
494,03/06/18 02:15:00 PM,24.0155,17.79
495,03/06/18 02:30:00 PM,23.9454,17.82
496,03/06/18 02:45:00 PM,24.0643,17.89
497,03/06/18 03:00:00 PM,24.2060,18.17
498,03/06/18 03:15:00 PM,23.8452,18.19
499,03/06/18 03:30:00 PM,24.1531,18.07
500,03/06/18 03:45:00 PM,24.1241,18.04
501,03/06/18 04:00:00 PM,24.1549,18.08
502,03/06/18 04:15:00 PM,24.1695,18.09
503,03/06/18 04:30:00 PM,24.1859,18.13
504,03/06/18 04:45:00 PM,24.2462,18.27
505,03/06/18 05:00:00 PM,24.2114,18.21
506,03/06/18 05:15:00 PM,24.2571,18.25
507,03/06/18 05:30:00 PM,24.1950,18.15
508,03/06/18 05:45:00 PM,24.1568,18.08
509,03/06/18 06:00:00 PM,24.1750,18.12
510,03/06/18 06:15:00 PM,24.1622,18.10
511,03/06/18 06:30:00 PM,24.1513,18.05
512,03/06/18 06:45:00 PM,24.1186,18.00
513,03/06/18 07:00:00 PM,24.1459,18.04
514,03/06/18 07:15:00 PM,24.1331,17.99
515,03/06/18 07:30:00 PM,24.0896,17.93
516,03/06/18 07:45:00 PM,24.1950,18.23
517,03/06/18 08:00:00 PM,24.3471,18.42
518,03/06/18 08:15:00 PM,24.2352,18.19
519,03/06/18 08:30:00 PM,24.1604,18.04
520,03/06/18 08:45:00 PM,24.2297,18.14
521,03/06/18 09:00:00 PM,24.1823,18.10
522,03/06/18 09:15:00 PM,24.1386,17.95
523,03/06/18 09:30:00 PM,24.0552,17.78
524,03/06/18 09:45:00 PM,24.0787,17.83
525,03/06/18 10:00:00 PM,24.0860,17.87
526,03/06/18 10:15:00 PM,24.0209,17.67
527,03/06/18 10:30:00 PM,23.9957,17.64
528,03/06/18 10:45:00 PM,24.0137,17.65
