"Plot Title: Level 20028982"
"#","Date Time, GMT-07:00","Abs Pres, mm Hg (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Press)","Temp, °C (LGR S/N: 20028982, SEN S/N: 20028982, LBL: Audu01 Temp)","End Of File (LGR S/N: 20028982)"
116,04/06/18 06:45:00 PM,896.23,16.046,
117,04/06/18 07:00:00 PM,896.23,16.046,
118,04/06/18 07:15:00 PM,896.23,16.046,
119,04/06/18 07:30:00 PM,896.23,16.046,
120,04/06/18 07:45:00 PM,896.35,16.046,
121,04/06/18 08:00:00 PM,896.48,16.046,
122,04/06/18 08:15:00 PM,896.48,16.046,
123,04/06/18 08:30:00 PM,896.48,16.046,
124,04/06/18 08:45:00 PM,896.48,16.046,
125,04/06/18 09:00:00 PM,896.48,16.046,
126,04/06/18 09:15:00 PM,896.60,16.046,
127,04/06/18 09:30:00 PM,896.48,16.046,
128,04/06/18 09:45:00 PM,896.60,16.046,
129,04/06/18 10:00:00 PM,896.60,16.046,
130,04/06/18 10:15:00 PM,896.73,16.046,
131,04/06/18 10:30:00 PM,896.85,16.046,
132,04/06/18 10:45:00 PM,896.85,16.046,
133,04/06/18 11:00:00 PM,896.73,16.046,
134,04/06/18 11:15:00 PM,896.73,16.046,
135,04/06/18 11:30:00 PM,896.85,16.046,
136,04/06/18 11:45:00 PM,896.98,16.046,
137,04/07/18 12:00:00 AM,896.85,16.046,
138,04/07/18 12:15:00 AM,896.73,16.046,
139,04/07/18 12:30:00 AM,896.73,16.046,
140,04/07/18 12:45:00 AM,896.60,16.046,
141,04/07/18 01:00:00 AM,896.64,16.141,
142,04/07/18 01:15:00 AM,896.77,16.141,
143,04/07/18 01:30:00 AM,896.77,16.141,
144,04/07/18 01:45:00 AM,896.89,16.141,
145,04/07/18 02:00:00 AM,897.13,16.141,
146,04/07/18 02:15:00 AM,897.13,16.141,
147,04/07/18 02:30:00 AM,897.01,16.141,
148,04/07/18 02:45:00 AM,897.13,16.141,
149,04/07/18 03:00:00 AM,897.01,16.141,
150,04/07/18 03:15:00 AM,896.98,16.046,
151,04/07/18 03:30:00 AM,896.98,16.046,
152,04/07/18 03:45:00 AM,896.98,16.046,
153,04/07/18 04:00:00 AM,896.89,16.141,
154,04/07/18 04:15:00 AM,896.77,16.141,
155,04/07/18 04:30:00 AM,897.01,16.141,
156,04/07/18 04:45:00 AM,897.01,16.141,
157,04/07/18 05:00:00 AM,897.01,16.141,
158,04/07/18 05:15:00 AM,897.01,16.141,
159,04/07/18 05:30:00 AM,896.89,16.141,
160,04/07/18 05:45:00 AM,896.64,16.141,
161,04/07/18 06:00:00 AM,896.52,16.141,
162,04/07/18 06:15:00 AM,896.39,16.141,
163,04/07/18 06:30:00 AM,896.64,16.141,
164,04/07/18 06:45:00 AM,896.77,16.141,
165,04/07/18 07:00:00 AM,897.01,16.141,
166,04/07/18 07:15:00 AM,897.01,16.141,
167,04/07/18 07:30:00 AM,896.89,16.141,
168,04/07/18 07:45:00 AM,897.13,16.141,
169,04/07/18 08:00:00 AM,897.01,16.141,
170,04/07/18 08:15:00 AM,897.13,16.141,
171,04/07/18 08:30:00 AM,897.38,16.141,
172,04/07/18 08:45:00 AM,897.13,16.141,
173,04/07/18 09:00:00 AM,897.26,16.141,
174,04/07/18 09:15:00 AM,897.51,16.141,
175,04/07/18 09:30:00 AM,897.64,16.141,
176,04/07/18 09:45:00 AM,897.64,16.141,
177,04/07/18 10:00:00 AM,897.64,16.141,
178,04/07/18 10:15:00 AM,897.76,16.141,
179,04/07/18 10:30:00 AM,897.88,16.141,
180,04/07/18 10:45:00 AM,897.76,16.141,
181,04/07/18 11:00:00 AM,897.76,16.141,
182,04/07/18 11:15:00 AM,897.51,16.141,
183,04/07/18 11:30:00 AM,897.51,16.141,
184,04/07/18 11:45:00 AM,897.26,16.141,
185,04/07/18 12:00:00 PM,897.38,16.141,
186,04/07/18 12:15:00 PM,897.26,16.141,
187,04/07/18 12:30:00 PM,896.89,16.141,
188,04/07/18 12:45:00 PM,896.77,16.141,
189,04/07/18 01:00:00 PM,896.89,16.141,
190,04/07/18 01:15:00 PM,896.89,16.141,
191,04/07/18 01:30:00 PM,896.64,16.141,
192,04/07/18 01:45:00 PM,896.27,16.141,
193,04/07/18 02:00:00 PM,896.39,16.141,
194,04/07/18 02:15:00 PM,896.14,16.141,
195,04/07/18 02:30:00 PM,895.90,16.141,
196,04/07/18 02:45:00 PM,895.40,16.141,
197,04/07/18 03:00:00 PM,895.28,16.141,
198,04/07/18 03:15:00 PM,895.53,16.141,
199,04/07/18 03:30:00 PM,895.40,16.141,
200,04/07/18 03:45:00 PM,895.19,16.237,
201,04/07/18 04:00:00 PM,895.06,16.237,
202,04/07/18 04:15:00 PM,894.91,16.141,
203,04/07/18 04:30:00 PM,894.91,16.141,
204,04/07/18 04:45:00 PM,895.03,16.141,
205,04/07/18 05:00:00 PM,894.66,16.141,
206,04/07/18 05:15:00 PM,894.82,16.237,
207,04/07/18 05:30:00 PM,894.57,16.237,
208,04/07/18 05:45:00 PM,894.82,16.237,
209,04/07/18 06:00:00 PM,894.82,16.237,
210,04/07/18 06:15:00 PM,894.82,16.237,
211,04/07/18 06:30:00 PM,894.82,16.237,
212,04/07/18 06:45:00 PM,894.94,16.237,
213,04/07/18 07:00:00 PM,895.31,16.237,
214,04/07/18 07:15:00 PM,895.31,16.237,
215,04/07/18 07:30:00 PM,895.40,16.141,
216,04/07/18 07:45:00 PM,895.65,16.141,
217,04/07/18 08:00:00 PM,895.65,16.141,
218,04/07/18 08:15:00 PM,895.90,16.141,
219,04/07/18 08:30:00 PM,895.90,16.141,
220,04/07/18 08:45:00 PM,896.14,16.141,
221,04/07/18 09:00:00 PM,896.14,16.141,
222,04/07/18 09:15:00 PM,896.27,16.141,
223,04/07/18 09:30:00 PM,896.31,16.237,
224,04/07/18 09:45:00 PM,896.68,16.237,
225,04/07/18 10:00:00 PM,896.43,16.237,
226,04/07/18 10:15:00 PM,896.64,16.141,
227,04/07/18 10:30:00 PM,896.64,16.141,
228,04/07/18 10:45:00 PM,896.64,16.141,
229,04/07/18 11:00:00 PM,896.77,16.141,
230,04/07/18 11:15:00 PM,897.01,16.141,
231,04/07/18 11:30:00 PM,896.92,16.237,
232,04/07/18 11:45:00 PM,896.92,16.237,
233,04/08/18 12:00:00 AM,897.05,16.237,
234,04/08/18 12:15:00 AM,897.05,16.237,
235,04/08/18 12:30:00 AM,897.13,16.141,
236,04/08/18 12:45:00 AM,897.01,16.141,
237,04/08/18 01:00:00 AM,897.01,16.141,
238,04/08/18 01:15:00 AM,896.77,16.141,
239,04/08/18 01:30:00 AM,896.89,16.141,
240,04/08/18 01:45:00 AM,897.01,16.141,
241,04/08/18 02:00:00 AM,896.89,16.141,
242,04/08/18 02:15:00 AM,896.89,16.141,
243,04/08/18 02:30:00 AM,896.64,16.141,
244,04/08/18 02:45:00 AM,896.39,16.141,
245,04/08/18 03:00:00 AM,896.39,16.141,
246,04/08/18 03:15:00 AM,896.52,16.141,
247,04/08/18 03:30:00 AM,896.39,16.141,
248,04/08/18 03:45:00 AM,896.52,16.141,
249,04/08/18 04:00:00 AM,896.52,16.141,
250,04/08/18 04:15:00 AM,896.39,16.141,
251,04/08/18 04:30:00 AM,896.39,16.141,
252,04/08/18 04:45:00 AM,896.39,16.141,
253,04/08/18 05:00:00 AM,896.52,16.141,
254,04/08/18 05:15:00 AM,896.64,16.141,
255,04/08/18 05:30:00 AM,896.77,16.141,
256,04/08/18 05:45:00 AM,896.77,16.141,
257,04/08/18 06:00:00 AM,896.89,16.141,
258,04/08/18 06:15:00 AM,896.89,16.141,
259,04/08/18 06:30:00 AM,896.89,16.141,
260,04/08/18 06:45:00 AM,897.01,16.141,
261,04/08/18 07:00:00 AM,897.13,16.141,
262,04/08/18 07:15:00 AM,897.13,16.141,
263,04/08/18 07:30:00 AM,897.26,16.141,
264,04/08/18 07:45:00 AM,897.13,16.141,
265,04/08/18 08:00:00 AM,897.13,16.141,
266,04/08/18 08:15:00 AM,897.26,16.141,
267,04/08/18 08:30:00 AM,897.26,16.141,
268,04/08/18 08:45:00 AM,897.51,16.141,
269,04/08/18 09:00:00 AM,897.64,16.141,
270,04/08/18 09:15:00 AM,897.64,16.141,
271,04/08/18 09:30:00 AM,897.88,16.141,
272,04/08/18 09:45:00 AM,898.00,16.141,
273,04/08/18 10:00:00 AM,897.88,16.141,
274,04/08/18 10:15:00 AM,898.00,16.141,
275,04/08/18 10:30:00 AM,898.00,16.141,
276,04/08/18 10:45:00 AM,898.00,16.141,
277,04/08/18 11:00:00 AM,898.04,16.237,
278,04/08/18 11:15:00 AM,897.91,16.237,
279,04/08/18 11:30:00 AM,897.91,16.237,
280,04/08/18 11:45:00 AM,897.91,16.237,
281,04/08/18 12:00:00 PM,897.67,16.237,
282,04/08/18 12:15:00 PM,897.55,16.237,
283,04/08/18 12:30:00 PM,897.30,16.237,
284,04/08/18 12:45:00 PM,897.26,16.141,
285,04/08/18 01:00:00 PM,897.17,16.237,
286,04/08/18 01:15:00 PM,896.89,16.141,
287,04/08/18 01:30:00 PM,896.64,16.141,
288,04/08/18 01:45:00 PM,896.14,16.141,
289,04/08/18 02:00:00 PM,895.93,16.237,
290,04/08/18 02:15:00 PM,895.69,16.237,
291,04/08/18 02:30:00 PM,895.44,16.237,
292,04/08/18 02:45:00 PM,895.15,16.141,
293,04/08/18 03:00:00 PM,894.91,16.141,
294,04/08/18 03:15:00 PM,894.78,16.141,
295,04/08/18 03:30:00 PM,894.45,16.237,
296,04/08/18 03:45:00 PM,894.45,16.237,
297,04/08/18 04:00:00 PM,894.32,16.237,
298,04/08/18 04:15:00 PM,894.32,16.237,
299,04/08/18 04:30:00 PM,894.45,16.237,
300,04/08/18 04:45:00 PM,894.11,16.332,
301,04/08/18 05:00:00 PM,894.07,16.237,
302,04/08/18 05:15:00 PM,894.20,16.237,
303,04/08/18 05:30:00 PM,894.20,16.237,
304,04/08/18 05:45:00 PM,894.20,16.237,
305,04/08/18 06:00:00 PM,894.45,16.237,
306,04/08/18 06:15:00 PM,894.20,16.237,
307,04/08/18 06:30:00 PM,894.32,16.237,
308,04/08/18 06:45:00 PM,894.32,16.237,
309,04/08/18 07:00:00 PM,894.45,16.237,
310,04/08/18 07:15:00 PM,894.45,16.237,
311,04/08/18 07:30:00 PM,894.61,16.332,
312,04/08/18 07:45:00 PM,894.61,16.332,
313,04/08/18 08:00:00 PM,894.49,16.332,
314,04/08/18 08:15:00 PM,894.57,16.237,
315,04/08/18 08:30:00 PM,894.70,16.237,
316,04/08/18 08:45:00 PM,894.57,16.237,
317,04/08/18 09:00:00 PM,894.70,16.237,
318,04/08/18 09:15:00 PM,894.82,16.237,
319,04/08/18 09:30:00 PM,894.94,16.237,
320,04/08/18 09:45:00 PM,894.94,16.237,
321,04/08/18 10:00:00 PM,894.94,16.237,
322,04/08/18 10:15:00 PM,895.06,16.237,
323,04/08/18 10:30:00 PM,895.19,16.237,
324,04/08/18 10:45:00 PM,895.19,16.237,
325,04/08/18 11:00:00 PM,895.31,16.237,
326,04/08/18 11:15:00 PM,895.48,16.332,
327,04/08/18 11:30:00 PM,895.56,16.237,
328,04/08/18 11:45:00 PM,895.69,16.237,
329,04/09/18 12:00:00 AM,895.44,16.237,
330,04/09/18 12:15:00 AM,895.44,16.237,
331,04/09/18 12:30:00 AM,895.44,16.237,
332,04/09/18 12:45:00 AM,895.31,16.237,
333,04/09/18 01:00:00 AM,895.19,16.237,
334,04/09/18 01:15:00 AM,895.19,16.237,
335,04/09/18 01:30:00 AM,895.19,16.237,
336,04/09/18 01:45:00 AM,895.44,16.237,
337,04/09/18 02:00:00 AM,895.48,16.332,
338,04/09/18 02:15:00 AM,895.48,16.332,
339,04/09/18 02:30:00 AM,895.60,16.332,
340,04/09/18 02:45:00 AM,895.60,16.332,
341,04/09/18 03:00:00 AM,895.60,16.332,
342,04/09/18 03:15:00 AM,895.60,16.332,
343,04/09/18 03:30:00 AM,895.60,16.332,
344,04/09/18 03:45:00 AM,895.35,16.332,
345,04/09/18 04:00:00 AM,895.48,16.332,
346,04/09/18 04:15:00 AM,895.84,16.332,
347,04/09/18 04:30:00 AM,895.84,16.332,
348,04/09/18 04:45:00 AM,895.97,16.332,
349,04/09/18 05:00:00 AM,896.35,16.332,
350,04/09/18 05:15:00 AM,896.71,16.332,
351,04/09/18 05:30:00 AM,896.96,16.332,
352,04/09/18 05:45:00 AM,897.34,16.332,
353,04/09/18 06:00:00 AM,897.55,16.237,
354,04/09/18 06:15:00 AM,897.83,16.332,
355,04/09/18 06:30:00 AM,898.20,16.332,
356,04/09/18 06:45:00 AM,898.20,16.332,
357,04/09/18 07:00:00 AM,898.45,16.332,
358,04/09/18 07:15:00 AM,898.70,16.332,
359,04/09/18 07:30:00 AM,898.95,16.332,
360,04/09/18 07:45:00 AM,899.11,16.427,
361,04/09/18 08:00:00 AM,899.23,16.427,
362,04/09/18 08:15:00 AM,899.48,16.427,
363,04/09/18 08:30:00 AM,899.60,16.427,
364,04/09/18 08:45:00 AM,899.56,16.332,
365,04/09/18 09:00:00 AM,899.44,16.332,
366,04/09/18 09:15:00 AM,899.32,16.332,
367,04/09/18 09:30:00 AM,899.53,16.237,
368,04/09/18 09:45:00 AM,899.53,16.237,
369,04/09/18 10:00:00 AM,899.65,16.237,
370,04/09/18 10:15:00 AM,899.77,16.237,
371,04/09/18 10:30:00 AM,899.65,16.237,
372,04/09/18 10:45:00 AM,899.53,16.237,
373,04/09/18 11:00:00 AM,899.53,16.237,
374,04/09/18 11:15:00 AM,899.65,16.237,
375,04/09/18 11:30:00 AM,899.53,16.237,
376,04/09/18 11:45:00 AM,899.28,16.237,
377,04/09/18 12:00:00 PM,899.28,16.237,
378,04/09/18 12:15:00 PM,899.28,16.237,
379,04/09/18 12:30:00 PM,899.12,16.141,
380,04/09/18 12:45:00 PM,898.99,16.141,
381,04/09/18 01:00:00 PM,898.99,16.141,
382,04/09/18 01:15:00 PM,898.87,16.141,
383,04/09/18 01:30:00 PM,898.87,16.141,
384,04/09/18 01:45:00 PM,898.87,16.141,
385,04/09/18 02:00:00 PM,898.87,16.141,
386,04/09/18 02:15:00 PM,898.63,16.141,
387,04/09/18 02:30:00 PM,898.38,16.141,
388,04/09/18 02:45:00 PM,898.63,16.141,
389,04/09/18 03:00:00 PM,898.38,16.141,
390,04/09/18 03:15:00 PM,898.25,16.141,
391,04/09/18 03:30:00 PM,898.38,16.141,
392,04/09/18 03:45:00 PM,898.25,16.141,
393,04/09/18 04:00:00 PM,898.00,16.141,
394,04/09/18 04:15:00 PM,898.25,16.141,
395,04/09/18 04:30:00 PM,898.13,16.141,
396,04/09/18 04:45:00 PM,898.00,16.141,
397,04/09/18 05:00:00 PM,898.13,16.141,
398,04/09/18 05:15:00 PM,898.13,16.141,
399,04/09/18 05:30:00 PM,898.13,16.141,
400,04/09/18 05:45:00 PM,898.38,16.141,
401,04/09/18 06:00:00 PM,898.00,16.141,
402,04/09/18 06:15:00 PM,898.25,16.141,
403,04/09/18 06:30:00 PM,898.25,16.141,
404,04/09/18 06:45:00 PM,898.25,16.141,
405,04/09/18 07:00:00 PM,898.25,16.141,
406,04/09/18 07:15:00 PM,898.13,16.141,
407,04/09/18 07:30:00 PM,898.38,16.141,
408,04/09/18 07:45:00 PM,898.63,16.141,
409,04/09/18 08:00:00 PM,898.75,16.141,
410,04/09/18 08:15:00 PM,898.75,16.141,
411,04/09/18 08:30:00 PM,898.99,16.141,
412,04/09/18 08:45:00 PM,899.24,16.141,
413,04/09/18 09:00:00 PM,899.12,16.141,
414,04/09/18 09:15:00 PM,899.12,16.141,
415,04/09/18 09:30:00 PM,899.49,16.141,
416,04/09/18 09:45:00 PM,899.62,16.141,
417,04/09/18 10:00:00 PM,899.62,16.141,
418,04/09/18 10:15:00 PM,899.62,16.141,
419,04/09/18 10:30:00 PM,899.74,16.141,
420,04/09/18 10:45:00 PM,899.74,16.141,
421,04/09/18 11:00:00 PM,899.99,16.141,
422,04/09/18 11:15:00 PM,899.99,16.141,
423,04/09/18 11:30:00 PM,899.99,16.141,
424,04/09/18 11:45:00 PM,899.86,16.141,
425,04/10/18 12:00:00 AM,899.99,16.141,
426,04/10/18 12:15:00 AM,899.86,16.141,
427,04/10/18 12:30:00 AM,899.86,16.141,
428,04/10/18 12:45:00 AM,899.86,16.141,
429,04/10/18 01:00:00 AM,899.99,16.141,
430,04/10/18 01:15:00 AM,899.99,16.141,
431,04/10/18 01:30:00 AM,899.99,16.141,
432,04/10/18 01:45:00 AM,899.99,16.141,
433,04/10/18 02:00:00 AM,899.86,16.141,
434,04/10/18 02:15:00 AM,899.86,16.141,
435,04/10/18 02:30:00 AM,899.99,16.141,
436,04/10/18 02:45:00 AM,899.86,16.141,
437,04/10/18 03:00:00 AM,899.99,16.141,
438,04/10/18 03:15:00 AM,899.74,16.141,
439,04/10/18 03:30:00 AM,899.86,16.141,
440,04/10/18 03:45:00 AM,899.74,16.141,
441,04/10/18 04:00:00 AM,899.74,16.141,
442,04/10/18 04:15:00 AM,899.74,16.141,
443,04/10/18 04:30:00 AM,899.62,16.141,
444,04/10/18 04:45:00 AM,899.74,16.141,
445,04/10/18 05:00:00 AM,900.11,16.141,
446,04/10/18 05:15:00 AM,900.11,16.141,
447,04/10/18 05:30:00 AM,900.11,16.141,
448,04/10/18 05:45:00 AM,900.24,16.141,
449,04/10/18 06:00:00 AM,900.11,16.141,
450,04/10/18 06:15:00 AM,900.36,16.141,
451,04/10/18 06:30:00 AM,900.24,16.141,
452,04/10/18 06:45:00 AM,900.36,16.141,
453,04/10/18 07:00:00 AM,900.36,16.141,
454,04/10/18 07:15:00 AM,900.73,16.141,
455,04/10/18 07:30:00 AM,900.85,16.141,
456,04/10/18 07:45:00 AM,900.98,16.141,
457,04/10/18 08:00:00 AM,900.98,16.141,
458,04/10/18 08:15:00 AM,901.23,16.141,
459,04/10/18 08:30:00 AM,901.23,16.141,
460,04/10/18 08:45:00 AM,901.39,16.237,
461,04/10/18 09:00:00 AM,901.39,16.237,
462,04/10/18 09:15:00 AM,901.51,16.237,
463,04/10/18 09:30:00 AM,901.48,16.141,
464,04/10/18 09:45:00 AM,901.51,16.237,
465,04/10/18 10:00:00 AM,901.63,16.237,
466,04/10/18 10:15:00 AM,901.51,16.237,
467,04/10/18 10:30:00 AM,901.51,16.237,
468,04/10/18 10:45:00 AM,901.51,16.237,
469,04/10/18 11:00:00 AM,901.76,16.237,
470,04/10/18 11:15:00 AM,901.48,16.141,
471,04/10/18 11:30:00 AM,901.63,16.237,
472,04/10/18 11:45:00 AM,901.63,16.237,
473,04/10/18 12:00:00 PM,901.51,16.237,
474,04/10/18 12:15:00 PM,901.39,16.237,
475,04/10/18 12:30:00 PM,901.39,16.237,
476,04/10/18 12:45:00 PM,901.14,16.237,
477,04/10/18 01:00:00 PM,901.02,16.237,
478,04/10/18 01:15:00 PM,900.89,16.237,
479,04/10/18 01:30:00 PM,900.77,16.237,
480,04/10/18 01:45:00 PM,900.64,16.237,
481,04/10/18 02:00:00 PM,900.40,16.237,
482,04/10/18 02:15:00 PM,900.15,16.237,
483,04/10/18 02:30:00 PM,900.02,16.237,
484,04/10/18 02:45:00 PM,899.90,16.237,
485,04/10/18 03:00:00 PM,899.77,16.237,
486,04/10/18 03:15:00 PM,899.65,16.237,
487,04/10/18 03:30:00 PM,899.77,16.237,
488,04/10/18 03:45:00 PM,899.77,16.237,
489,04/10/18 04:00:00 PM,899.53,16.237,
490,04/10/18 04:15:00 PM,899.41,16.237,
491,04/10/18 04:30:00 PM,899.16,16.237,
492,04/10/18 04:45:00 PM,899.28,16.237,
493,04/10/18 05:00:00 PM,899.28,16.237,
494,04/10/18 05:15:00 PM,899.16,16.237,
495,04/10/18 05:30:00 PM,899.28,16.237,
496,04/10/18 05:45:00 PM,899.28,16.237,
497,04/10/18 06:00:00 PM,899.03,16.237,
498,04/10/18 06:15:00 PM,899.03,16.237,
499,04/10/18 06:30:00 PM,899.03,16.237,
500,04/10/18 06:45:00 PM,899.03,16.237,
501,04/10/18 07:00:00 PM,899.03,16.237,
502,04/10/18 07:15:00 PM,899.03,16.237,
503,04/10/18 07:30:00 PM,899.03,16.237,
504,04/10/18 07:45:00 PM,899.03,16.237,
505,04/10/18 08:00:00 PM,899.16,16.237,
506,04/10/18 08:15:00 PM,899.16,16.237,
507,04/10/18 08:30:00 PM,899.03,16.237,
508,04/10/18 08:45:00 PM,899.03,16.237,
509,04/10/18 09:00:00 PM,899.16,16.237,
510,04/10/18 09:15:00 PM,899.16,16.237,
511,04/10/18 09:30:00 PM,899.28,16.237,
512,04/10/18 09:45:00 PM,899.53,16.237,
513,04/10/18 10:00:00 PM,899.65,16.237,
514,04/10/18 10:15:00 PM,899.53,16.237,
515,04/10/18 10:30:00 PM,899.53,16.237,
516,04/10/18 10:45:00 PM,899.41,16.237,
517,04/10/18 11:00:00 PM,899.41,16.237,
518,04/10/18 11:15:00 PM,899.16,16.237,
519,04/10/18 11:30:00 PM,899.16,16.237,
520,04/10/18 11:45:00 PM,899.03,16.237,
521,04/11/18 12:00:00 AM,899.03,16.237,
522,04/11/18 12:15:00 AM,898.78,16.237,
523,04/11/18 12:30:00 AM,898.66,16.237,
524,04/11/18 12:45:00 AM,898.78,16.237,
525,04/11/18 01:00:00 AM,898.54,16.237,
526,04/11/18 01:15:00 AM,898.29,16.237,
527,04/11/18 01:30:00 AM,898.54,16.237,
