"Plot Title: 20036649 Audubon 01"
"#","Date Time, GMT-07:00","High Range, mS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)"
182,04/20/18 11:15:00 AM,27.6044,18.19
183,04/20/18 11:30:00 AM,27.9014,18.52
184,04/20/18 11:45:00 AM,27.8080,18.52
185,04/20/18 12:00:00 PM,27.9861,18.70
186,04/20/18 12:15:00 PM,27.9932,18.79
187,04/20/18 12:30:00 PM,28.1045,18.91
188,04/20/18 12:45:00 PM,28.0215,18.99
189,04/20/18 01:00:00 PM,28.2767,20.22
190,04/20/18 01:15:00 PM,28.5096,20.70
191,04/20/18 01:30:00 PM,28.7686,21.32
192,04/20/18 01:45:00 PM,28.7487,21.15
193,04/20/18 02:00:00 PM,28.7487,21.10
194,04/20/18 02:15:00 PM,28.7263,21.35
195,04/20/18 02:30:00 PM,28.9590,21.48
196,04/20/18 02:45:00 PM,28.8810,21.59
197,04/20/18 03:00:00 PM,28.9590,21.74
198,04/20/18 03:15:00 PM,29.0500,21.88
199,04/20/18 03:30:00 PM,29.1212,22.12
200,04/20/18 03:45:00 PM,29.2184,22.28
201,04/20/18 04:00:00 PM,29.1161,22.07
202,04/20/18 04:15:00 PM,29.2698,22.29
203,04/20/18 04:30:00 PM,29.2184,22.26
204,04/20/18 04:45:00 PM,29.2441,22.31
205,04/20/18 05:00:00 PM,29.2005,22.21
206,04/20/18 05:15:00 PM,29.1034,22.01
207,04/20/18 05:30:00 PM,28.9413,21.81
208,04/20/18 05:45:00 PM,29.1391,22.04
209,04/20/18 06:00:00 PM,29.0729,21.98
210,04/20/18 06:15:00 PM,29.1340,21.98
211,04/20/18 06:30:00 PM,29.0983,22.01
212,04/20/18 06:45:00 PM,29.0907,22.08
213,04/20/18 07:00:00 PM,29.1902,22.14
214,04/20/18 07:15:00 PM,29.1697,22.20
215,04/20/18 07:30:00 PM,29.2390,22.26
216,04/20/18 07:45:00 PM,29.3240,22.34
217,04/20/18 08:00:00 PM,29.4096,22.43
218,04/20/18 08:15:00 PM,29.5848,22.45
219,04/20/18 08:30:00 PM,29.5611,22.45
220,04/20/18 08:45:00 PM,29.6111,22.49
221,04/20/18 09:00:00 PM,29.5664,22.50
222,04/20/18 09:15:00 PM,29.5927,22.52
223,04/20/18 09:30:00 PM,29.5532,22.57
224,04/20/18 09:45:00 PM,29.6111,22.60
225,04/20/18 10:00:00 PM,29.7009,22.69
226,04/20/18 10:15:00 PM,29.7967,22.74
227,04/20/18 10:30:00 PM,29.7514,22.71
228,04/20/18 10:45:00 PM,29.6798,22.58
229,04/20/18 11:00:00 PM,29.6375,22.53
230,04/20/18 11:15:00 PM,29.8207,22.63
231,04/20/18 11:30:00 PM,29.5034,22.21
232,04/20/18 11:45:00 PM,29.1825,21.91
233,04/21/18 12:00:00 AM,29.2982,22.03
234,04/21/18 12:15:00 AM,29.4408,22.01
235,04/21/18 12:30:00 AM,29.0019,21.45
236,04/21/18 12:45:00 AM,28.8460,21.21
237,04/21/18 01:00:00 AM,29.0247,21.35
238,04/21/18 01:15:00 AM,28.8735,21.05
239,04/21/18 01:30:00 AM,28.7090,20.80
240,04/21/18 01:45:00 AM,28.4925,20.49
241,04/21/18 02:00:00 AM,28.0168,19.98
242,04/21/18 02:15:00 AM,28.0499,19.87
243,04/21/18 02:30:00 AM,27.9885,19.79
244,04/21/18 02:45:00 AM,27.9367,19.71
245,04/21/18 03:00:00 AM,27.6989,19.33
246,04/21/18 03:15:00 AM,27.6021,19.19
247,04/21/18 03:30:00 AM,27.4558,19.04
248,04/21/18 03:45:00 AM,27.9649,19.67
249,04/21/18 04:00:00 AM,27.9602,19.92
250,04/21/18 04:15:00 AM,28.0831,19.82
251,04/21/18 04:30:00 AM,28.0665,19.77
252,04/21/18 04:45:00 AM,27.9602,19.63
253,04/21/18 05:00:00 AM,27.9602,19.63
254,04/21/18 05:15:00 AM,27.8710,19.47
255,04/21/18 05:30:00 AM,27.6735,19.28
256,04/21/18 05:45:00 AM,27.7382,19.22
257,04/21/18 06:00:00 AM,27.8266,19.33
258,04/21/18 06:15:00 AM,27.7174,19.28
259,04/21/18 06:30:00 AM,27.8476,19.30
260,04/21/18 06:45:00 AM,27.8546,19.32
261,04/21/18 07:00:00 AM,27.9038,19.29
262,04/21/18 07:15:00 AM,27.8056,19.17
263,04/21/18 07:30:00 AM,27.6458,18.91
264,04/21/18 07:45:00 AM,27.4672,18.68
265,04/21/18 08:00:00 AM,27.3742,18.58
266,04/21/18 08:15:00 AM,27.2325,18.45
267,04/21/18 08:30:00 AM,27.1321,18.27
268,04/21/18 08:45:00 AM,26.6898,17.56
269,04/21/18 09:00:00 AM,26.6146,17.47
270,04/21/18 09:15:00 AM,26.6146,17.59
271,04/21/18 09:30:00 AM,26.8068,17.75
272,04/21/18 09:45:00 AM,27.0169,17.99
273,04/21/18 10:00:00 AM,27.0788,18.37
274,04/21/18 10:15:00 AM,27.5998,19.08
275,04/21/18 10:30:00 AM,28.0499,19.78
276,04/21/18 10:45:00 AM,28.1450,19.90
277,04/21/18 11:00:00 AM,28.1975,20.11
278,04/21/18 11:15:00 AM,28.1688,20.33
279,04/21/18 11:30:00 AM,28.3757,20.46
280,04/21/18 11:45:00 AM,28.4437,20.66
281,04/21/18 12:00:00 PM,28.6595,20.92
282,04/21/18 12:15:00 PM,28.5954,21.03
283,04/21/18 12:30:00 PM,28.8210,21.11
284,04/21/18 12:45:00 PM,28.8434,21.33
285,04/21/18 01:00:00 PM,28.8986,21.37
286,04/21/18 01:15:00 PM,29.0373,21.61
287,04/21/18 01:30:00 PM,29.1263,21.85
288,04/21/18 01:45:00 PM,29.1774,22.03
289,04/21/18 02:00:00 PM,29.2801,22.23
290,04/21/18 02:15:00 PM,29.2621,22.20
291,04/21/18 02:30:00 PM,29.3188,22.42
292,04/21/18 02:45:00 PM,29.2621,22.42
293,04/21/18 03:00:00 PM,29.4044,22.53
294,04/21/18 03:15:00 PM,29.4616,22.69
295,04/21/18 03:30:00 PM,29.4851,22.76
296,04/21/18 03:45:00 PM,29.5034,23.07
297,04/21/18 04:00:00 PM,29.6058,23.10
298,04/21/18 04:15:00 PM,29.5927,23.13
299,04/21/18 04:30:00 PM,29.5296,23.14
300,04/21/18 04:45:00 PM,29.6375,23.18
301,04/21/18 05:00:00 PM,29.6692,23.20
302,04/21/18 05:15:00 PM,29.6692,23.21
303,04/21/18 05:30:00 PM,29.6745,23.19
304,04/21/18 05:45:00 PM,29.6612,23.18
305,04/21/18 06:00:00 PM,29.6930,23.25
306,04/21/18 06:15:00 PM,29.7328,23.35
307,04/21/18 06:30:00 PM,29.7248,23.32
308,04/21/18 06:45:00 PM,29.6559,23.40
309,04/21/18 07:00:00 PM,29.7195,23.27
310,04/21/18 07:15:00 PM,29.7116,23.22
311,04/21/18 07:30:00 PM,29.7116,23.18
312,04/21/18 07:45:00 PM,29.6798,23.17
313,04/21/18 08:00:00 PM,29.6930,23.16
314,04/21/18 08:15:00 PM,29.7116,23.13
315,04/21/18 08:30:00 PM,29.6877,23.12
316,04/21/18 08:45:00 PM,29.6375,22.99
317,04/21/18 09:00:00 PM,29.6427,22.86
318,04/21/18 09:15:00 PM,29.6164,22.78
319,04/21/18 09:30:00 PM,29.6164,22.76
320,04/21/18 09:45:00 PM,29.6111,22.75
321,04/21/18 10:00:00 PM,29.6243,22.75
322,04/21/18 10:15:00 PM,29.6111,22.76
323,04/21/18 10:30:00 PM,29.6295,22.78
324,04/21/18 10:45:00 PM,29.6243,22.76
325,04/21/18 11:00:00 PM,29.5979,22.75
326,04/21/18 11:15:00 PM,29.6295,22.76
327,04/21/18 11:30:00 PM,29.6559,22.75
328,04/21/18 11:45:00 PM,29.6612,22.67
329,04/22/18 12:00:00 AM,29.8662,22.66
330,04/22/18 12:15:00 AM,29.9307,22.68
331,04/22/18 12:30:00 AM,29.9307,22.66
332,04/22/18 12:45:00 AM,29.8609,22.54
333,04/22/18 01:00:00 AM,29.8716,22.54
334,04/22/18 01:15:00 AM,29.8528,22.49
335,04/22/18 01:30:00 AM,29.6798,22.29
336,04/22/18 01:45:00 AM,29.7647,22.35
337,04/22/18 02:00:00 AM,29.3732,21.82
338,04/22/18 02:15:00 AM,29.2801,21.67
339,04/22/18 02:30:00 AM,29.3240,21.76
340,04/22/18 02:45:00 AM,29.3473,21.78
341,04/22/18 03:00:00 AM,29.5165,21.99
342,04/22/18 03:15:00 AM,29.4904,21.93
343,04/22/18 03:30:00 AM,29.2930,21.66
344,04/22/18 03:45:00 AM,29.1825,21.55
345,04/22/18 04:00:00 AM,29.2005,21.45
346,04/22/18 04:15:00 AM,29.1161,21.33
347,04/22/18 04:30:00 AM,28.9943,21.16
348,04/22/18 04:45:00 AM,28.9994,21.16
349,04/22/18 05:00:00 AM,28.9464,21.05
350,04/22/18 05:15:00 AM,28.9162,21.03
351,04/22/18 05:30:00 AM,28.8510,20.96
352,04/22/18 05:45:00 AM,28.8210,20.90
353,04/22/18 06:00:00 AM,28.7313,20.73
354,04/22/18 06:15:00 AM,28.4437,20.35
355,04/22/18 06:30:00 AM,28.4048,20.30
356,04/22/18 06:45:00 AM,28.3927,20.31
357,04/22/18 07:00:00 AM,28.1928,20.33
358,04/22/18 07:15:00 AM,28.2936,20.19
359,04/22/18 07:30:00 AM,28.5071,20.36
360,04/22/18 07:45:00 AM,28.5194,20.50
361,04/22/18 08:00:00 AM,28.7139,20.62
362,04/22/18 08:15:00 AM,28.8735,20.75
363,04/22/18 08:30:00 AM,29.0070,20.85
364,04/22/18 08:45:00 AM,28.9464,20.78
365,04/22/18 09:00:00 AM,28.9640,20.80
366,04/22/18 09:15:00 AM,28.9691,20.79
367,04/22/18 09:30:00 AM,28.9262,20.73
368,04/22/18 09:45:00 AM,28.9086,20.75
369,04/22/18 10:00:00 AM,28.9464,20.78
370,04/22/18 10:15:00 AM,28.8485,20.71
371,04/22/18 10:30:00 AM,28.8085,20.70
372,04/22/18 10:45:00 AM,28.5733,21.09
373,04/22/18 11:00:00 AM,28.5438,21.18
374,04/22/18 11:15:00 AM,28.6966,21.43
375,04/22/18 11:30:00 AM,28.9036,21.74
376,04/22/18 11:45:00 AM,29.0856,21.99
377,04/22/18 12:00:00 PM,29.1289,22.08
378,04/22/18 12:15:00 PM,29.1877,22.23
379,04/22/18 12:30:00 PM,29.2005,22.49
380,04/22/18 12:45:00 PM,29.3862,22.74
381,04/22/18 01:00:00 PM,29.5296,22.96
382,04/22/18 01:15:00 PM,29.6612,23.21
383,04/22/18 01:30:00 PM,29.5927,23.17
384,04/22/18 01:45:00 PM,29.7647,23.57
385,04/22/18 02:00:00 PM,29.7381,23.66
386,04/22/18 02:15:00 PM,29.8984,23.86
387,04/22/18 02:30:00 PM,29.8287,23.77
388,04/22/18 02:45:00 PM,30.0415,24.18
389,04/22/18 03:00:00 PM,30.0877,24.27
390,04/22/18 03:15:00 PM,30.1640,24.55
391,04/22/18 03:30:00 PM,30.0877,24.48
392,04/22/18 03:45:00 PM,30.1258,24.56
393,04/22/18 04:00:00 PM,30.1722,24.63
394,04/22/18 04:15:00 PM,30.2243,24.76
395,04/22/18 04:30:00 PM,30.2298,24.79
396,04/22/18 04:45:00 PM,30.2628,24.86
397,04/22/18 05:00:00 PM,30.3566,25.01
398,04/22/18 05:15:00 PM,30.3760,25.05
399,04/22/18 05:30:00 PM,30.4038,25.09
400,04/22/18 05:45:00 PM,30.4038,25.12
401,04/22/18 06:00:00 PM,30.3760,25.20
402,04/22/18 06:15:00 PM,30.3843,25.24
403,04/22/18 06:30:00 PM,30.2435,25.13
404,04/22/18 06:45:00 PM,30.3373,25.05
405,04/22/18 07:00:00 PM,30.2958,24.98
406,04/22/18 07:15:00 PM,30.3096,24.98
407,04/22/18 07:30:00 PM,30.3179,24.95
408,04/22/18 07:45:00 PM,30.3096,24.86
409,04/22/18 08:00:00 PM,30.3096,24.82
410,04/22/18 08:15:00 PM,30.2848,24.86
411,04/22/18 08:30:00 PM,30.2765,24.72
412,04/22/18 08:45:00 PM,30.2518,24.65
413,04/22/18 09:00:00 PM,30.2710,24.53
414,04/22/18 09:15:00 PM,30.1777,24.27
415,04/22/18 09:30:00 PM,30.1394,24.19
416,04/22/18 09:45:00 PM,30.1258,24.12
417,04/22/18 10:00:00 PM,30.1067,24.08
418,04/22/18 10:15:00 PM,30.1203,24.09
419,04/22/18 10:30:00 PM,30.1312,24.10
420,04/22/18 10:45:00 PM,30.1394,24.04
421,04/22/18 11:00:00 PM,30.1122,24.00
422,04/22/18 11:15:00 PM,30.1449,23.89
423,04/22/18 11:30:00 PM,30.1449,23.82
424,04/22/18 11:45:00 PM,30.1531,23.69
425,04/23/18 12:00:00 AM,30.1013,23.58
426,04/23/18 12:15:00 AM,29.8796,23.43
427,04/23/18 12:30:00 AM,29.8609,23.41
428,04/23/18 12:45:00 AM,29.9253,23.41
429,04/23/18 01:00:00 AM,29.9900,23.40
430,04/23/18 01:15:00 AM,29.8287,23.10
431,04/23/18 01:30:00 AM,29.7700,23.03
432,04/23/18 01:45:00 AM,29.8716,23.04
433,04/23/18 02:00:00 AM,29.8609,23.04
434,04/23/18 02:15:00 AM,29.8020,22.95
435,04/23/18 02:30:00 AM,29.4904,22.59
436,04/23/18 02:45:00 AM,29.2133,22.28
437,04/23/18 03:00:00 AM,29.2493,22.23
438,04/23/18 03:15:00 AM,29.2364,22.18
439,04/23/18 03:30:00 AM,29.2621,22.19
440,04/23/18 03:45:00 AM,29.4226,22.35
441,04/23/18 04:00:00 AM,29.3784,22.24
442,04/23/18 04:15:00 AM,29.4669,22.35
443,04/23/18 04:30:00 AM,29.5113,22.36
444,04/23/18 04:45:00 AM,29.5927,22.49
445,04/23/18 05:00:00 AM,29.3059,22.13
446,04/23/18 05:15:00 AM,29.2441,22.03
447,04/23/18 05:30:00 AM,29.3292,22.22
448,04/23/18 05:45:00 AM,29.4982,22.31
449,04/23/18 06:00:00 AM,29.3369,22.06
450,04/23/18 06:15:00 AM,29.0907,21.68
451,04/23/18 06:30:00 AM,28.9817,21.45
452,04/23/18 06:45:00 AM,28.8610,21.28
453,04/23/18 07:00:00 AM,28.8384,21.22
454,04/23/18 07:15:00 AM,28.8085,21.20
455,04/23/18 07:30:00 AM,28.7661,21.14
456,04/23/18 07:45:00 AM,28.7313,21.10
457,04/23/18 08:00:00 AM,28.7537,21.07
458,04/23/18 08:15:00 AM,28.7786,21.07
459,04/23/18 08:30:00 AM,28.7661,21.07
460,04/23/18 08:45:00 AM,28.7661,21.03
461,04/23/18 09:00:00 AM,28.7611,21.05
462,04/23/18 09:15:00 AM,28.7412,21.01
463,04/23/18 09:30:00 AM,28.7487,21.03
464,04/23/18 09:45:00 AM,28.8860,21.24
465,04/23/18 10:00:00 AM,28.9464,21.37
466,04/23/18 10:15:00 AM,3.9134,20.27
467,04/23/18 10:30:00 AM,0.0000,21.01
