"Plot Title: 20246312"
"#","Date Time, GMT-08:00","Abs Pres, mm Hg (LGR S/N: 20246312, SEN S/N: 20246312)","Temp, °C (LGR S/N: 20246312, SEN S/N: 20246312)"
230,12/09/17 02:15:00 AM,766.71,7.481
231,12/09/17 02:30:00 AM,766.83,7.481
232,12/09/17 02:45:00 AM,766.64,7.381
233,12/09/17 03:00:00 AM,766.69,7.280
234,12/09/17 03:15:00 AM,766.62,7.179
235,12/09/17 03:30:00 AM,766.55,7.079
236,12/09/17 03:45:00 AM,766.48,6.978
237,12/09/17 04:00:00 AM,766.41,6.877
238,12/09/17 04:15:00 AM,766.27,6.674
239,12/09/17 04:30:00 AM,766.27,6.674
240,12/09/17 04:45:00 AM,766.20,6.573
241,12/09/17 05:00:00 AM,766.14,6.471
242,12/09/17 05:15:00 AM,766.14,6.471
243,12/09/17 05:30:00 AM,766.02,6.471
244,12/09/17 05:45:00 AM,766.02,6.471
245,12/09/17 06:00:00 AM,766.20,6.573
246,12/09/17 06:15:00 AM,766.32,6.573
247,12/09/17 06:30:00 AM,766.30,6.370
248,12/09/17 06:45:00 AM,766.41,6.370
249,12/09/17 07:00:00 AM,766.47,6.268
250,12/09/17 07:15:00 AM,766.47,6.268
251,12/09/17 07:30:00 AM,766.53,6.370
252,12/09/17 07:45:00 AM,766.49,6.471
253,12/09/17 08:00:00 AM,766.68,6.573
254,12/09/17 08:15:00 AM,766.77,6.877
255,12/09/17 08:30:00 AM,767.11,7.381
256,12/09/17 08:45:00 AM,767.16,7.983
257,12/09/17 09:00:00 AM,767.26,8.481
258,12/09/17 09:15:00 AM,767.37,9.373
259,12/09/17 09:30:00 AM,767.35,10.259
260,12/09/17 09:45:00 AM,767.55,11.334
261,12/09/17 10:00:00 AM,767.44,12.304
262,12/09/17 10:15:00 AM,767.49,13.365
263,12/09/17 10:30:00 AM,767.37,14.804
264,12/09/17 10:45:00 AM,767.13,15.855
265,12/09/17 11:00:00 AM,767.02,16.523
266,12/09/17 11:15:00 AM,766.80,16.332
267,12/09/17 11:30:00 AM,766.38,17.094
268,12/09/17 11:45:00 AM,766.32,17.189
269,12/09/17 12:00:00 PM,766.17,16.903
270,12/09/17 12:15:00 PM,765.96,16.523
271,12/09/17 12:30:00 PM,765.81,16.237
272,12/09/17 12:45:00 PM,765.66,16.618
273,12/09/17 01:00:00 PM,765.59,17.379
274,12/09/17 01:15:00 PM,765.44,17.760
275,12/09/17 01:30:00 PM,765.30,18.426
276,12/09/17 01:45:00 PM,765.21,18.711
277,12/09/17 02:00:00 PM,765.26,18.331
278,12/09/17 02:15:00 PM,765.18,17.950
279,12/09/17 02:30:00 PM,765.13,17.855
280,12/09/17 02:45:00 PM,765.13,17.855
281,12/09/17 03:00:00 PM,765.10,17.570
282,12/09/17 03:15:00 PM,765.03,17.665
283,12/09/17 03:30:00 PM,765.13,17.855
284,12/09/17 03:45:00 PM,764.93,17.475
285,12/09/17 04:00:00 PM,765.10,16.903
286,12/09/17 04:15:00 PM,765.11,16.046
287,12/09/17 04:30:00 PM,765.06,14.900
288,12/09/17 04:45:00 PM,765.15,14.230
289,12/09/17 05:00:00 PM,765.24,13.365
290,12/09/17 05:15:00 PM,765.19,12.497
291,12/09/17 05:30:00 PM,765.20,12.110
292,12/09/17 05:45:00 PM,765.20,11.722
293,12/09/17 06:00:00 PM,765.19,11.139
294,12/09/17 06:15:00 PM,765.24,10.651
295,12/09/17 06:30:00 PM,765.23,10.259
296,12/09/17 06:45:00 PM,765.22,10.063
297,12/09/17 07:00:00 PM,765.51,9.965
298,12/09/17 07:15:00 PM,765.51,9.768
299,12/09/17 07:30:00 PM,765.49,9.571
300,12/09/17 07:45:00 PM,765.54,9.275
301,12/09/17 08:00:00 PM,765.65,9.077
302,12/09/17 08:15:00 PM,765.51,8.680
303,12/09/17 08:30:00 PM,765.66,8.382
304,12/09/17 08:45:00 PM,765.65,8.182
305,12/09/17 09:00:00 PM,765.63,7.983
306,12/09/17 09:15:00 PM,765.75,7.983
307,12/09/17 09:30:00 PM,765.87,7.983
308,12/09/17 09:45:00 PM,765.68,7.882
309,12/09/17 10:00:00 PM,765.87,7.983
310,12/09/17 10:15:00 PM,765.96,7.782
311,12/09/17 10:30:00 PM,765.96,7.782
312,12/09/17 10:45:00 PM,765.92,7.882
313,12/09/17 11:00:00 PM,765.85,7.782
314,12/09/17 11:15:00 PM,765.90,7.682
315,12/09/17 11:30:00 PM,765.72,7.582
316,12/09/17 11:45:00 PM,765.60,7.582
317,12/10/17 12:00:00 AM,765.60,7.582
318,12/10/17 12:15:00 AM,765.48,7.582
319,12/10/17 12:30:00 AM,765.38,7.782
320,12/10/17 12:45:00 AM,765.33,7.882
321,12/10/17 01:00:00 AM,765.14,7.782
322,12/10/17 01:15:00 AM,765.09,7.882
323,12/10/17 01:30:00 AM,765.04,7.983
324,12/10/17 01:45:00 AM,765.23,8.082
325,12/10/17 02:00:00 AM,765.11,8.082
326,12/10/17 02:15:00 AM,765.11,8.082
327,12/10/17 02:30:00 AM,765.11,8.082
328,12/10/17 02:45:00 AM,765.18,8.182
329,12/10/17 03:00:00 AM,765.25,8.481
330,12/10/17 03:15:00 AM,765.33,8.779
331,12/10/17 03:30:00 AM,765.48,9.176
332,12/10/17 03:45:00 AM,765.36,9.373
333,12/10/17 04:00:00 AM,765.19,9.472
334,12/10/17 04:15:00 AM,765.44,9.669
335,12/10/17 04:30:00 AM,765.26,9.571
336,12/10/17 04:45:00 AM,765.19,9.472
337,12/10/17 05:00:00 AM,765.31,9.472
338,12/10/17 05:15:00 AM,765.36,9.373
339,12/10/17 05:30:00 AM,765.36,9.373
340,12/10/17 05:45:00 AM,765.42,9.275
341,12/10/17 06:00:00 AM,765.51,8.879
342,12/10/17 06:15:00 AM,765.62,8.680
343,12/10/17 06:30:00 AM,765.48,8.282
344,12/10/17 06:45:00 AM,765.53,8.182
345,12/10/17 07:00:00 AM,765.51,7.983
346,12/10/17 07:15:00 AM,765.50,7.782
347,12/10/17 07:30:00 AM,765.54,7.682
348,12/10/17 07:45:00 AM,765.50,7.782
349,12/10/17 08:00:00 AM,765.63,7.983
350,12/10/17 08:15:00 AM,765.60,8.282
351,12/10/17 08:30:00 AM,765.81,8.779
352,12/10/17 08:45:00 AM,765.80,9.866
353,12/10/17 09:00:00 AM,766.01,10.944
354,12/10/17 09:15:00 AM,766.08,12.207
355,12/10/17 09:30:00 AM,766.18,13.558
356,12/10/17 09:45:00 AM,766.23,13.654
357,12/10/17 10:00:00 AM,766.29,13.558
358,12/10/17 10:15:00 AM,766.23,13.654
359,12/10/17 10:30:00 AM,766.18,13.558
360,12/10/17 10:45:00 AM,766.06,13.558
361,12/10/17 11:00:00 AM,766.06,13.558
362,12/10/17 11:15:00 AM,765.99,13.846
363,12/10/17 11:30:00 AM,765.59,14.996
364,12/10/17 11:45:00 AM,765.27,16.999
365,12/10/17 12:00:00 PM,765.26,18.331
366,12/10/17 12:15:00 PM,765.03,18.806
367,12/10/17 12:30:00 PM,764.88,18.996
368,12/10/17 12:45:00 PM,764.96,19.377
369,12/10/17 01:00:00 PM,764.79,19.758
370,12/10/17 01:15:00 PM,764.67,20.234
371,12/10/17 01:30:00 PM,764.53,19.948
372,12/10/17 01:45:00 PM,764.49,19.377
373,12/10/17 02:00:00 PM,764.22,19.567
374,12/10/17 02:15:00 PM,764.18,19.472
375,12/10/17 02:30:00 PM,764.06,19.472
376,12/10/17 02:45:00 PM,764.10,19.567
377,12/10/17 03:00:00 PM,764.01,19.377
378,12/10/17 03:15:00 PM,764.18,18.996
379,12/10/17 03:30:00 PM,764.10,18.140
380,12/10/17 03:45:00 PM,764.08,17.665
381,12/10/17 04:00:00 PM,763.93,17.379
382,12/10/17 04:15:00 PM,764.04,17.570
383,12/10/17 04:30:00 PM,763.95,18.331
384,12/10/17 04:45:00 PM,764.08,18.806
385,12/10/17 05:00:00 PM,764.16,18.045
386,12/10/17 05:15:00 PM,764.24,16.618
387,12/10/17 05:30:00 PM,764.13,15.569
388,12/10/17 05:45:00 PM,764.23,14.900
389,12/10/17 06:00:00 PM,764.25,14.517
390,12/10/17 06:15:00 PM,764.34,13.846
391,12/10/17 06:30:00 PM,764.35,13.269
392,12/10/17 06:45:00 PM,764.43,12.594
393,12/10/17 07:00:00 PM,764.31,12.207
394,12/10/17 07:15:00 PM,764.25,11.916
395,12/10/17 07:30:00 PM,764.25,11.722
396,12/10/17 07:45:00 PM,764.37,11.528
397,12/10/17 08:00:00 PM,764.55,11.625
398,12/10/17 08:15:00 PM,764.67,11.625
399,12/10/17 08:30:00 PM,764.78,11.431
400,12/10/17 08:45:00 PM,764.95,11.139
401,12/10/17 09:00:00 PM,765.18,10.944
402,12/10/17 09:15:00 PM,765.12,10.455
403,12/10/17 09:30:00 PM,765.22,10.063
404,12/10/17 09:45:00 PM,765.21,9.866
405,12/10/17 10:00:00 PM,765.19,9.472
406,12/10/17 10:15:00 PM,765.18,9.077
407,12/10/17 10:30:00 PM,765.28,8.879
408,12/10/17 10:45:00 PM,765.28,8.879
409,12/10/17 11:00:00 PM,765.51,8.680
410,12/10/17 11:15:00 PM,765.42,8.382
411,12/10/17 11:30:00 PM,765.49,8.481
412,12/10/17 11:45:00 PM,765.42,8.382
413,12/11/17 12:00:00 AM,765.16,7.983
414,12/11/17 12:15:00 AM,765.19,7.682
415,12/11/17 12:30:00 AM,765.00,7.582
416,12/11/17 12:45:00 AM,765.09,7.882
417,12/11/17 01:00:00 AM,764.97,7.882
418,12/11/17 01:15:00 AM,765.04,7.983
419,12/11/17 01:30:00 AM,765.16,7.983
420,12/11/17 01:45:00 AM,765.14,7.782
421,12/11/17 02:00:00 AM,765.07,7.682
422,12/11/17 02:15:00 AM,765.06,7.481
423,12/11/17 02:30:00 AM,765.04,7.280
424,12/11/17 02:45:00 AM,765.09,7.179
425,12/11/17 03:00:00 AM,765.09,7.179
426,12/11/17 03:15:00 AM,765.02,7.079
427,12/11/17 03:30:00 AM,764.97,7.179
428,12/11/17 03:45:00 AM,764.95,6.978
429,12/11/17 04:00:00 AM,764.88,6.877
430,12/11/17 04:15:00 AM,764.81,6.775
431,12/11/17 04:30:00 AM,764.74,6.674
432,12/11/17 04:45:00 AM,764.86,6.674
433,12/11/17 05:00:00 AM,764.91,6.573
434,12/11/17 05:15:00 AM,764.84,6.471
435,12/11/17 05:30:00 AM,764.96,6.471
436,12/11/17 05:45:00 AM,764.96,6.471
437,12/11/17 06:00:00 AM,765.19,6.471
438,12/11/17 06:15:00 AM,765.24,6.370
439,12/11/17 06:30:00 AM,765.48,6.370
440,12/11/17 06:45:00 AM,765.59,6.370
441,12/11/17 07:00:00 AM,765.50,6.064
442,12/11/17 07:15:00 AM,765.50,6.064
443,12/11/17 07:30:00 AM,765.50,6.064
444,12/11/17 07:45:00 AM,765.81,6.166
445,12/11/17 08:00:00 AM,765.71,6.370
446,12/11/17 08:15:00 AM,765.99,6.775
447,12/11/17 08:30:00 AM,766.17,7.381
448,12/11/17 08:45:00 AM,766.55,8.481
449,12/11/17 09:00:00 AM,766.65,9.176
450,12/11/17 09:15:00 AM,766.92,9.965
451,12/11/17 09:30:00 AM,767.01,10.846
452,12/11/17 09:45:00 AM,767.14,11.625
453,12/11/17 10:00:00 AM,767.14,12.594
454,12/11/17 10:15:00 AM,766.94,13.846
455,12/11/17 10:30:00 AM,766.91,15.664
456,12/11/17 10:45:00 AM,766.98,16.427
457,12/11/17 11:00:00 AM,766.89,17.379
458,12/11/17 11:15:00 AM,766.76,17.570
459,12/11/17 11:30:00 AM,766.38,19.853
460,12/11/17 11:45:00 AM,766.29,20.901
461,12/11/17 12:00:00 PM,766.35,20.519
462,12/11/17 12:15:00 PM,766.26,19.853
463,12/11/17 12:30:00 PM,766.14,19.853
464,12/11/17 12:45:00 PM,765.99,20.519
465,12/11/17 01:00:00 PM,766.17,21.378
466,12/11/17 01:15:00 PM,766.14,22.333
467,12/11/17 01:30:00 PM,766.23,22.812
468,12/11/17 01:45:00 PM,766.19,22.717
469,12/11/17 02:00:00 PM,766.24,23.100
470,12/11/17 02:15:00 PM,766.08,23.004
471,12/11/17 02:30:00 PM,765.96,21.951
472,12/11/17 02:45:00 PM,765.79,21.091
473,12/11/17 03:00:00 PM,765.83,20.424
474,12/11/17 03:15:00 PM,765.93,20.615
475,12/11/17 03:30:00 PM,766.03,21.091
476,12/11/17 03:45:00 PM,766.07,20.424
477,12/11/17 04:00:00 PM,765.98,20.234
478,12/11/17 04:15:00 PM,766.12,20.043
479,12/11/17 04:30:00 PM,765.93,18.711
480,12/11/17 04:45:00 PM,765.94,18.045
481,12/11/17 05:00:00 PM,765.98,17.665
482,12/11/17 05:15:00 PM,766.05,16.046
483,12/11/17 05:30:00 PM,766.02,14.709
484,12/11/17 05:45:00 PM,766.05,13.750
485,12/11/17 06:00:00 PM,765.96,12.980
486,12/11/17 06:15:00 PM,766.02,12.110
487,12/11/17 06:30:00 PM,765.96,11.431
488,12/11/17 06:45:00 PM,766.19,11.041
489,12/11/17 07:00:00 PM,765.95,10.651
490,12/11/17 07:15:00 PM,766.06,10.455
491,12/11/17 07:30:00 PM,766.10,9.965
492,12/11/17 07:45:00 PM,766.09,9.768
493,12/11/17 08:00:00 PM,766.14,9.472
494,12/11/17 08:15:00 PM,766.08,9.373
495,12/11/17 08:30:00 PM,766.14,9.472
496,12/11/17 08:45:00 PM,766.08,9.571
497,12/11/17 09:00:00 PM,766.14,9.472
498,12/11/17 09:15:00 PM,766.18,9.176
499,12/11/17 09:30:00 PM,766.11,8.879
500,12/11/17 09:45:00 PM,766.21,8.680
501,12/11/17 10:00:00 PM,766.32,8.481
502,12/11/17 10:15:00 PM,766.42,8.282
503,12/11/17 10:30:00 PM,766.47,8.182
504,12/11/17 10:45:00 PM,766.34,7.983
505,12/11/17 11:00:00 PM,766.26,7.682
506,12/11/17 11:15:00 PM,766.23,7.481
507,12/11/17 11:30:00 PM,766.26,7.179
508,12/11/17 11:45:00 PM,766.25,6.978
509,12/12/17 12:00:00 AM,766.17,6.877
510,12/12/17 12:15:00 AM,766.06,6.877
511,12/12/17 12:30:00 AM,766.01,6.978
512,12/12/17 12:45:00 AM,766.08,7.079
513,12/12/17 01:00:00 AM,765.96,7.079
514,12/12/17 01:15:00 AM,766.01,6.978
515,12/12/17 01:30:00 AM,765.90,6.978
516,12/12/17 01:45:00 AM,766.03,7.179
517,12/12/17 02:00:00 AM,765.96,7.079
518,12/12/17 02:15:00 AM,765.96,7.079
519,12/12/17 02:30:00 AM,765.96,7.079
520,12/12/17 02:45:00 AM,765.96,7.079
521,12/12/17 03:00:00 AM,765.82,6.877
522,12/12/17 03:15:00 AM,765.73,6.573
523,12/12/17 03:30:00 AM,765.69,6.674
524,12/12/17 03:45:00 AM,765.66,6.471
525,12/12/17 04:00:00 AM,765.45,6.166
526,12/12/17 04:15:00 AM,765.31,5.962
527,12/12/17 04:30:00 AM,765.28,5.757
528,12/12/17 04:45:00 AM,765.24,5.860
529,12/12/17 05:00:00 AM,765.19,5.962
530,12/12/17 05:15:00 AM,765.12,5.860
531,12/12/17 05:30:00 AM,765.16,5.757
532,12/12/17 05:45:00 AM,765.21,5.655
533,12/12/17 06:00:00 AM,765.18,5.450
534,12/12/17 06:15:00 AM,765.35,5.347
535,12/12/17 06:30:00 AM,765.39,5.244
536,12/12/17 06:45:00 AM,765.35,5.347
537,12/12/17 07:00:00 AM,765.49,5.552
538,12/12/17 07:15:00 AM,765.58,5.347
539,12/12/17 07:30:00 AM,765.46,5.347
540,12/12/17 07:45:00 AM,765.58,5.347
541,12/12/17 08:00:00 AM,765.61,5.552
542,12/12/17 08:15:00 AM,765.66,5.962
543,12/12/17 08:30:00 AM,765.80,6.674
544,12/12/17 08:45:00 AM,766.10,7.983
545,12/12/17 09:00:00 AM,766.34,8.879
546,12/12/17 09:15:00 AM,766.44,9.571
547,12/12/17 09:30:00 AM,766.41,10.455
548,12/12/17 09:45:00 AM,766.49,11.334
549,12/12/17 10:00:00 AM,766.55,12.980
550,12/12/17 10:15:00 AM,766.46,14.038
551,12/12/17 10:30:00 AM,766.44,15.473
552,12/12/17 10:45:00 AM,766.41,16.046
